Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1994,8.073,9.739,9.595,10.027,9.802,7.684,8.195,10.128,9.874,10.081,8.773,8.437,9.153,8.472,8.913422240717999,8.338289999999999,9.474028,9.343502875056002,8.90436,9.145249999999999
1995,6.805,6.743,6.976,7.307,7.561,8.278,9.296,7.233,7.655,6.345,9.17,8.009,6.869,8.142,8.267527792305998,8.795110000000001,7.5615,7.684015729468001,8.235399999999998,7.980480000000001
1996,5.894,4.951,5.394,5.18,5.027,7.837,7.188,4.9639999999999995,5.061,4.176,5.446,6.292,5.469,6.899,5.927011122318,6.86351,5.446904,5.669940011504,5.885509999999999,5.768489999999999
1997,6.699,6.1129999999999995,6.381,6.415,6.437,9.564,8.201,6.705,6.332,6.064,7.46,8.105,6.444,6.768,7.342803346912002,8.14443,6.742664000000001,6.925380014,7.188180000000001,7.175170000000001
1998,6.823,6.006,6.486,6.479,6.461,8.053,6.3549999999999995,6.975,6.908,6.917,6.562,6.666,6.2010000000000005,7.136,6.545457791444,6.54396,6.461654,6.53740001383,6.690429999999999,6.56488
1999,8.229,7.665,8.273,8.125,8.391,9.112,8.672,8.363,8.866999999999999,8.502,8.913,8.722,8.036,8.983,8.605743350196,8.68315,8.315536000000002,8.385095731506,8.71524,8.49834
2000,8.376,8.919,8.984,9.69,9.786,9.057,10.647,8.645,8.467,7.898,10.849,9.509,8.484,9.783,9.944015573182,10.21266,9.524262,9.524204303813999,9.78895,9.79207
2001,7.983,8.63,8.72,8.214,9.032,7.528,7.361,8.341,7.809,7.276,8.254999999999999,7.077,8.693,8.556000000000001,8.03563112734,7.368320000000001,8.372734,8.198611444582,7.84117,7.98027
2002,8.138,5.82,6.196,4.771,5.736,6.801,5.439,6.278,5.148,6.688000000000001,7.4,6.012,7.1850000000000005,7.883,6.222048901936001,5.65315,5.883626,5.818528585108,6.672020000000002,5.8740499999999995
2003,5.244,6.966,7.36,7.073,7.5520000000000005,6.616,5.6209999999999996,7.603,7.353,7.872,4.963,6.716,7.313000000000001,6.055,6.31258112491,6.0397799999999995,6.92868,6.899727155734001,6.15702,6.5474000000000006
2004,6.6610000000000005,8.555,8.56,9.267,9.013,8.414,9.283,8.495,9.19,9.515,9.352,9.347,8.237,8.837,9.076958906038,9.24405,8.933703999999999,8.943171445864,9.209019999999999,9.12733
2005,6.989,7.096,7.908,8.621,8.007,9.598,10.047,8.141,8.058,7.119,9.565,9.22,6.662,8.444,8.947836682384,9.71679,8.326696,8.490375730534,8.824160000000001,8.840430000000001
2006,7.515000000000001,8.225999999999999,8.039,9.268,8.846,7.769,8.959999999999999,8.426,7.8100000000000005,8.461,9.386,9.047,7.456,9.209,8.834874460920002,8.92881,8.679648,8.680757159536,8.92458,8.94313
2007,6.104,5.5600000000000005,5.878,6.804,6.237,6.9190000000000005,6.92,6.059,6.786,6.005,6.503,6.8950000000000005,5.687,6.405,6.509904456962,6.89689,6.319968,6.434290012652,6.46934,6.61871
2008,7.067,7.231,7.219,7.966,7.761,7.711,9.194,7.582,8.3,7.712,8.304,8.072,6.91,7.735,8.176113348492,8.739889999999999,7.772640000000001,7.922934301160001,8.25081,8.10507
2009,8.95,10.106,9.882,10.42,10.079,8.214,10.031,9.852,9.701,8.811,9.752,9.637,9.501,10.113,9.831996685704,9.840620000000001,10.000537999999999,9.953595733042,9.66629,9.931190000000003
2010,7.931,8.58,8.698,9.17,9.0,8.512,8.968,8.86,9.373,8.561,9.239,9.159,8.113,9.037,8.982082239586,9.00152,8.900308,8.902772874638,8.93441,9.0308
2011,8.702,9.047,9.435,10.874,10.087,9.315,10.044,10.116,10.64,10.018,10.346,10.337,9.013,10.15,10.046672241749999,10.118459999999999,10.02244,10.075137162348,10.102000000000002,10.2744
2012,7.8950000000000005,8.391,8.415,9.34,8.742,8.34,7.753,9.628,10.205,9.575,8.677,8.891,8.353,8.405,8.503508906696,8.1712,8.73533,8.721620017568,8.59586,8.77659
2013,7.549,8.544,8.532,8.959,8.612,8.781,9.638,8.44,9.389,8.398,10.768,9.138,8.172,9.706,9.379024461763999,9.42867,8.916496,8.889421446610001,9.555940000000001,9.22588
2014,7.925,7.722,8.416,8.952,8.741,8.923,8.553,8.567,8.790000000000001,8.517,9.739,8.605,7.927,9.350999999999999,8.819813350372002,8.62189,8.642122,8.629332874562001,8.95964,8.823660000000002
2015,7.026,6.692,7.42,7.765,7.746,8.3,7.662,7.649,8.696,7.8,8.547,8.205,7.007,8.94,7.923982237750001,7.8508700000000005,7.642904,7.694115730286,8.116950000000001,7.9168199999999995
2016,7.856,7.739,7.867,8.28,8.483,9.291,9.3,8.101,8.379,8.711,10.114,8.86,8.238,9.708,9.008217794734001,9.13843,8.45617,8.513811446227999,9.340140000000002,8.819749999999999
2017,7.509,8.301,8.379,9.32,8.663,8.884,9.385,8.894,9.677999999999999,8.779,10.369,9.256,8.287,9.484,9.264012239807997,9.32206,8.950978,8.964162875144,9.44673,9.269269999999999
2018,8.06,8.606,8.108,8.865,8.462,7.416,8.345,8.988,9.17,8.928,8.508000000000001,8.233,8.68,8.805,8.402587795004,8.29006,8.525508,8.530130016998,8.59899,8.528340000000002
2019,7.547,9.179,8.514,9.166,8.661,8.632,8.925,9.704,9.574,9.622,8.695,9.106,8.504,8.796,8.823983351272,8.95978,8.878812,8.92375287487,8.99357,8.95443
2020,7.224,6.967,6.828,7.104,6.738,7.731,7.891,8.393,8.042,8.272,7.446,7.631,7.207,6.904,7.416525570632,7.76107,7.1861060000000005,7.339141443596001,7.655200000000001,7.38848
2021,8.191,8.945,8.649000000000001,9.231,8.631,8.033,9.111,10.045,9.214,9.768,9.883,8.258,8.866,9.42,9.034145573714,8.841990000000001,9.002842000000001,8.998124303844,9.46751,9.027389999999999
2022,8.261000000000001,8.681000000000001,8.651,8.579,8.708,8.513,8.395,9.552,9.467,9.305,10.304,8.516,8.818,9.707,8.982020017974001,8.46375,8.811726,8.732354304068,9.32033,8.854010000000002
2023,8.354,8.904,8.846,9.667,9.121,8.373,9.268,8.988,9.957,9.021,11.142,8.975,8.978,10.321,9.542636685014001,9.17827,9.329322,9.234454304592001,9.82547,9.51598
2024,7.61,7.431,7.978,7.534,7.824,7.33,7.077,7.862,8.328,7.916,8.382,7.934,7.925,8.765,7.796666682377998,7.3498,7.760628,7.6866600159319995,7.927770000000001,7.742369999999999
