Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1984,9.247,11.665000000000001,11.215,12.153,11.107,8.827,9.609,11.607,12.17,11.211,9.304,11.144,10.715,9.593,10.335126688264,10.08496,11.128886000000001,11.021575734862001,10.020230000000002,10.851899999999999
1985,7.982,8.366,8.21,7.291,7.994,7.094,6.369,8.337,7.344,8.157,6.445,6.918,7.827,6.857,7.112590015390002,6.6128599999999995,7.5774680000000005,7.47325287207,6.99617,7.14774
1986,6.344,5.793,5.626,5.354,5.499,8.572,7.881,5.8309999999999995,6.38,6.699,6.537,6.893,5.661,6.46,6.617744457132001,7.511849999999999,5.90981,6.15433287051,6.889029999999999,6.34802
1987,7.02,7.554,8.494,10.386,10.159,8.343,9.516,8.796,8.564,9.069,10.08,8.651,7.288,8.772,9.347523350176001,9.284939999999999,9.265036,9.283580016972001,9.34057,9.50432
1988,9.655,10.618,9.776,9.884,10.235,9.448,10.476,11.422,10.333,10.497,9.991,10.089,10.65,9.478,10.17440890933,10.280710000000001,10.178482,10.227334305720001,10.173190000000002,10.11859
1989,8.667,8.821,9.225999999999999,9.888,10.175,7.5009999999999994,9.081,9.908,9.129,7.732,9.508,8.998,8.632,8.516,9.297242239731998,9.021009999999999,9.47644,9.412377159963999,8.801919999999999,9.38062
1990,7.74,6.164,6.901,5.277,6.199,7.069,7.366,5.491,5.371,5.735,8.625,7.152,6.636,8.688,7.224941124038,7.1911499999999995,6.462246,6.420740014112,7.4368500000000015,6.6918
1991,8.69,6.849,7.285,5.738,6.928,6.2509999999999994,5.59,7.575,7.181,7.181,5.848,6.103,7.907,8.018,6.362538903419999,5.781269999999999,6.5861220000000005,6.571607157148,6.539070000000001,6.22895
1992,8.738,7.243,8.283,8.619,8.279,10.094,9.223,7.915,7.233,7.251,8.646,9.564,7.766,8.547,8.730435571868,9.315100000000001,8.409076,8.536561445072,8.45179,8.74634
1993,9.662,9.504,9.087,9.519,9.667,10.561,10.316,9.959,9.818,9.885,9.752,9.983,9.772,10.353,9.859778908674,10.19547,9.621718000000001,9.75152287701,10.02982,9.8226
1994,10.801,12.821,12.917,13.549,13.2,11.3,11.804,13.26,13.121,13.336,12.458,11.724,12.32,11.787,12.37331558051,11.861509999999999,12.864490000000002,12.736070024464,12.371550000000001,12.59122
1995,9.656,9.941,10.337,10.548,11.241,11.575,13.191,10.304,10.288,9.541,12.827,11.257,9.96,11.466,11.813473354062001,12.455250000000001,10.955041999999999,11.085691450084001,11.75297,11.4002
1996,7.916,7.261,7.88,7.992,7.784,11.036,10.146,7.781,7.696,6.708,8.539,9.133,7.448,10.077,8.76300446087,9.798760000000001,8.124806000000001,8.389014302638,8.78152,8.5948
1997,8.675,8.927,10.024000000000001,9.31,10.045,13.826,12.73,9.009,9.089,8.623,12.152000000000001,12.123,8.707,10.517,11.333741130374001,12.440380000000001,10.144120000000001,10.329417163374,11.052230000000002,10.82366
1998,9.236,8.465,8.927,9.803,9.291,11.533,10.049,10.027,9.927,10.370000000000001,10.049,10.145,8.723,10.514,9.795235575243998,10.142159999999999,9.45955,9.643547162884001,10.149890000000001,9.8636
1999,11.889,11.652,12.84,12.690000000000001,13.456,14.341,13.627,12.703,13.672,13.038,13.953,14.001,12.206,13.109,13.5074778034,13.71804,12.988687999999998,13.086997169044,13.42784,13.326670000000002
2000,10.453,11.329,11.321,12.202,12.423,11.523,13.434000000000001,11.295,11.246,10.625,13.953,11.972,10.799,12.592,12.644901133792,12.887320000000003,12.075778,12.085157166206,12.61328,12.42694
2001,11.135,11.016,11.396,11.27,12.455,10.923,10.315,10.223,10.157,9.176,11.746,9.886,10.843,12.269,11.084497799335999,10.32769,11.251249999999999,11.052467164692,10.79635,10.997860000000001
2002,10.216,7.711,7.939,6.581,7.345,8.485,7.102,8.053,7.005,8.48,9.622,7.602,9.374,10.337,8.037873350276,7.31156,7.693276000000001,7.5935628748160005,8.64567,7.67951
2003,7.9110000000000005,9.902,10.296,10.189,10.409,9.018,8.207,10.45,10.008000000000001,11.040000000000001,7.628,9.483,10.006,8.838000000000001,9.052492241636,8.689990000000002,9.80772,9.74796573267,8.942490000000001,9.378309999999999
2004,8.737,10.676,10.877,12.076,11.614,11.942,12.457,10.972,12.03,12.621,12.567,13.01,10.419,11.924999999999999,12.068621133644001,12.537969999999998,11.62005,11.713278594428001,12.31329,12.135240000000001
2005,9.011,10.668,10.936,12.132,11.147,13.503,13.265,12.109,11.091,10.664,13.009,12.739,9.317,11.316,12.223097799958001,13.06739,11.61736,11.776005736932,12.116970000000002,12.19934
2006,9.503,9.981,10.539,12.19,12.062,11.407,12.37,10.421,10.226,11.015,12.984,11.937,9.611,12.436,11.951781132619999,12.198029999999997,11.472954,11.524784307872002,12.07773,11.971710000000002
2007,8.02,8.077,7.881,9.143,8.136000000000001,9.443,9.774,8.412,9.143,8.19,8.408,9.548,7.819,8.399,8.805135572588,9.636050000000001,8.54857,8.74444858848,8.74284,8.96212
