Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1984,2.483,2.904,2.686,3.199,2.5949999999999998,2.654,2.465,3.25,3.536,3.318,2.039,3.184,2.8040000000000003,2.12,2.584496672504,2.6898299999999997,2.8041319999999996,2.839840005444,2.53741,2.8083900000000006
1985,2.882,3.094,3.0460000000000003,2.851,3.032,3.012,2.821,2.9779999999999998,2.928,2.939,2.818,2.934,2.895,2.808,2.909062228086,2.8642899999999996,2.942508,2.9256842915659997,2.85855,2.89469
1986,1.958,1.9689999999999999,1.708,1.685,1.8860000000000001,2.276,2.386,1.9449999999999998,2.225,2.1550000000000002,2.088,2.245,1.862,1.98,2.09650778179,2.30112,1.894598,1.9545800041860002,2.15471,2.01811
1987,2.617,2.563,2.806,2.8890000000000002,3.0620000000000003,2.364,2.854,2.702,2.456,2.35,3.063,2.55,2.645,2.7800000000000002,2.8456055607480004,2.7545199999999994,2.8370740000000003,2.8105400051980003,2.76467,2.8134100000000006
1988,3.154,3.697,3.433,3.298,3.537,2.777,2.919,3.826,3.235,3.258,2.89,2.858,3.614,3.143,3.1215888955560005,2.9200700000000004,3.3489440000000004,3.305884292044,3.06456,3.1487000000000003
1989,2.555,1.9620000000000002,2.05,2.144,2.283,1.754,1.903,2.146,1.9,1.991,2.426,1.822,1.934,2.193,2.103613337462,1.89489,2.103186,2.0710128613660004,2.11471,2.08884
1990,2.241,1.824,2.17,1.4809999999999999,1.783,1.979,2.223,1.343,1.449,1.194,2.633,1.94,1.783,2.805,2.127134448022,2.1002099999999997,1.878196,1.8432942897500002,2.14987,1.92249
1991,2.444,2.005,2.1710000000000003,1.875,1.9849999999999999,2.2199999999999998,1.943,2.2439999999999998,2.324,2.0,2.081,1.979,2.357,2.844,2.0564200045140004,1.96702,2.045064,2.055970004548,2.15594,2.01644
1992,2.172,2.171,2.087,1.833,1.712,2.415,2.124,2.335,1.77,1.719,2.495,2.124,2.052,2.411,2.1280588930840003,2.1265,2.0219840000000002,2.009688575758,2.1678800000000003,2.0515700000000003
1993,2.8400000000000003,2.235,2.253,2.3689999999999998,2.273,2.5620000000000003,2.433,2.594,2.591,2.509,2.076,2.517,2.447,2.319,2.3354655605479997,2.45337,2.333382,2.392847147752,2.34574,2.37569
