Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1994,2.99,3.879,3.723,3.8040000000000003,3.724,2.569,2.9779999999999998,4.098,3.716,4.061,3.027,3.0549999999999997,3.568,3.018,3.2792888959339996,3.0219599999999995,3.599178,3.54269429236,3.2883699999999996,3.39068
1995,2.6109999999999998,2.623,2.685,2.789,2.948,3.098,3.452,2.69,2.7960000000000003,2.423,3.402,2.95,2.594,3.221,3.10826889441,3.2665699999999998,2.875698,2.911970005764,3.1087999999999996,3.0058000000000002
1996,2.3770000000000002,1.557,1.939,1.627,1.724,2.662,2.64,1.448,1.524,1.138,2.025,2.212,1.98,2.574,2.116363337086,2.46836,1.8653300000000002,1.944442861102,2.0717499999999998,1.9919300000000002
1997,2.274,2.152,1.987,1.984,1.835,2.6559999999999997,2.192,2.262,2.0020000000000002,2.0220000000000002,2.025,2.456,2.225,2.039,2.1116388932479997,2.2702,2.056026,2.08969571862,2.0875,2.11964
1998,2.223,2.11,2.279,2.077,1.9889999999999999,2.565,2.024,2.441,2.399,2.438,2.186,2.266,2.0540000000000003,2.382,2.1533444490419997,2.1208799999999997,2.137014,2.149510004658,2.23449,2.1496299999999997
1999,3.328,2.984,3.068,3.1660000000000004,3.059,3.41,3.331,3.287,3.4210000000000003,3.2670000000000003,3.44,3.3369999999999997,3.077,3.556,3.2762633398879997,3.3273600000000005,3.1651140000000004,3.200228578116,3.36844,3.2617499999999997
2000,3.433,3.973,3.966,4.158,4.261,4.0,4.698,3.8499999999999996,3.807,3.503,4.792,4.099,3.7359999999999998,4.117,4.359772229905999,4.47594,4.1643300000000005,4.1587071507500015,4.288670000000001,4.26198
2001,3.3129999999999997,3.617,3.6260000000000003,3.591,3.7760000000000002,3.6799999999999997,3.48,3.4619999999999997,3.3259999999999996,3.0060000000000002,3.691,3.259,3.585,3.526,3.5537355624680003,3.4473700000000003,3.598782,3.555081435474,3.44018,3.5277000000000003
2002,3.159,2.293,2.502,1.9980000000000002,2.215,3.069,2.446,2.59,2.235,2.8440000000000003,3.125,2.57,2.735,3.2800000000000002,2.612265560934,2.49646,2.4021639999999995,2.4058042914300004,2.8458100000000006,2.46732
2003,2.362,2.607,2.733,2.617,2.6390000000000002,2.924,2.538,3.009,2.808,2.953,1.986,2.858,3.026,2.388,2.532264449932,2.6406,2.65138,2.6942371480080003,2.48933,2.5916499999999996
2004,2.1029999999999998,3.284,3.302,3.603,3.38,3.6769999999999996,4.031,3.278,3.723,3.733,4.058,3.83,3.085,3.703,3.725213340042,3.9318699999999995,3.5152279999999996,3.5420385783660007,3.84926,3.68963
2005,3.055,3.1109999999999998,3.462,3.641,3.526,3.41,4.108,3.528,3.395,3.123,4.029,3.541,2.8529999999999998,3.752,3.733686673304,3.89441,3.5440500000000004,3.5833385782500002,3.7390099999999995,3.6702399999999997
2006,3.253,3.303,3.291,3.725,3.573,3.191,3.821,3.429,3.281,3.519,4.032,3.649,3.085,3.863,3.683781117922,3.73503,3.551664,3.562638578412,3.76973,3.6834700000000002
2007,2.625,2.908,2.853,2.988,3.066,3.0460000000000003,2.967,3.072,3.249,3.096,2.9370000000000003,3.033,2.963,2.867,2.975693339292,2.98998,2.969606,2.9837457202080007,2.9732100000000004,2.99019
2008,2.671,2.592,2.556,2.849,2.677,2.658,3.4250000000000003,2.886,3.246,2.979,3.426,2.944,2.479,3.178,3.062108894564,3.22246,2.8219140000000005,2.8794214345,3.2206900000000003,2.99972
2009,3.518,3.971,3.899,4.047,3.894,3.27,3.971,3.8520000000000003,3.617,3.3449999999999998,4.037,3.795,3.649,4.21,3.9022822296619997,3.88863,3.9224200000000002,3.8936885788480002,3.8660400000000004,3.91279
2010,3.114,3.167,3.2030000000000003,3.193,3.153,3.125,3.23,3.197,3.18,2.862,3.5250000000000004,3.136,2.994,3.3970000000000002,3.249758895162,3.2005300000000005,3.1963860000000004,3.1772885778200006,3.24113,3.217660000000001
2011,3.2359999999999998,3.281,3.451,3.949,3.512,3.634,3.81,3.6799999999999997,3.928,3.583,4.091,3.9539999999999997,3.145,3.911,3.769607784966,3.84222,3.662544,3.686531435904,3.82317,3.82555
2012,3.136,3.0869999999999997,3.066,3.364,3.061,3.058,2.604,3.585,3.715,3.362,3.354,3.069,3.067,3.402,3.0539811177279996,2.79756,3.150186,3.1200300066040003,3.1476200000000003,3.1492599999999995
2013,2.915,3.488,3.316,3.3120000000000003,3.209,3.498,3.567,3.402,3.614,3.218,4.1129999999999995,3.4210000000000003,3.255,3.805,3.551926673446,3.5154900000000007,3.4005,3.3743128641860003,3.6424000000000003,3.4756400000000003
2014,3.29,3.03,3.186,3.101,2.991,3.468,3.215,3.392,3.183,3.192,3.825,3.192,3.036,3.683,3.3091922287499997,3.22259,3.178202,3.170892863906,3.43451,3.2466099999999996
2015,3.011,2.706,2.837,2.738,2.676,3.09,2.835,3.095,3.116,3.0300000000000002,3.52,2.9,2.848,3.727,2.994877783857999,2.86696,2.8549180000000005,2.8533371492,3.1985400000000004,2.93129
2016,2.652,2.422,2.565,2.637,2.758,3.711,3.527,2.643,2.81,2.815,3.9930000000000003,3.132,2.676,3.5679999999999996,3.250998894652,3.3917599999999997,2.845892,2.890138577706,3.4207799999999997,3.08682
2017,3.115,3.4410000000000003,3.362,3.527,3.261,3.706,3.821,3.741,3.715,3.5,4.41,3.6799999999999997,3.307,4.014,3.749562229348,3.7644399999999996,3.54599,3.5471057216860005,3.89496,3.6858
2018,3.1550000000000002,3.385,3.096,3.203,3.076,2.801,3.1189999999999998,3.5629999999999997,3.236,3.294,3.408,2.898,3.3369999999999997,3.634,3.1691044510239994,3.0513299999999997,3.19647,3.180321435118,3.31775,3.16471
2019,2.7399999999999998,3.409,3.039,3.17,2.8890000000000002,3.568,3.723,3.621,3.406,3.391,3.441,3.475,3.035,3.41,3.3629088955000004,3.6128899999999997,3.2154900000000004,3.2712742923900007,3.4806,3.3309
2020,2.523,2.526,2.416,2.4290000000000003,2.24,2.84,3.081,3.028,2.771,2.859,2.985,2.528,2.442,2.731,2.7242455609219998,2.8863200000000004,2.5399380000000003,2.6006342912100004,2.90149,2.64062
2021,3.067,3.021,2.9370000000000003,2.9050000000000002,2.713,2.6790000000000003,3.325,3.548,3.018,3.347,3.602,2.583,3.019,3.399,3.115821117334,3.0763900000000004,3.00144,3.0168942920380006,3.37333,3.0205499999999996
2022,2.981,3.196,3.058,2.951,2.966,2.949,3.066,3.48,3.0789999999999997,3.205,3.901,2.795,3.136,3.67,3.2080400063659997,2.99283,3.109158,3.0675800065660006,3.40128,3.11078
2023,3.285,3.277,3.375,3.392,3.3449999999999998,2.763,3.409,3.443,3.4779999999999998,3.372,4.171,3.123,3.3560000000000003,3.9800000000000004,3.512244451188,3.30487,3.4204160000000003,3.3775057212360005,3.67019,3.44094
2024,2.763,2.6430000000000002,2.7640000000000002,2.299,2.468,2.5300000000000002,2.213,2.848,2.58,2.654,2.866,2.415,2.8440000000000003,3.229,2.5518100054200006,2.2958999999999996,2.5548319999999998,2.51021571979,2.6760699999999993,2.4814000000000003
