Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
2011,13.555,15.064,14.702,16.786,15.323,14.567,14.85,16.048000000000002,16.487000000000002,16.063,15.342,15.349,14.56,15.341,15.164776697437999,15.064219999999999,15.468826000000002,15.476898601834002,15.35783,15.608920000000001
2012,13.204,14.482,14.06,14.934,14.274,13.827,12.382,15.388,16.639,15.343,13.896,14.629,14.051,13.681,13.820098918122001,13.19211,14.282048,14.186234314592,13.83644,14.217189999999999
2013,12.572000000000001,14.314,14.138,14.506,14.044,13.818999999999999,15.155000000000001,13.988,14.605,14.397,16.519,14.301,13.748,15.353,14.889306694956003,14.831420000000003,14.462952000000001,14.390921457593999,15.24577,14.706969999999998
2014,11.927,12.326,12.709,13.227,12.763,14.491,13.297,13.368,13.464,13.351,14.204,13.361,12.280999999999999,14.473,13.337950026423998,13.38487,13.022762,13.082281455496,13.69326,13.32319
2015,11.383,11.98,11.773,11.684,11.686,12.268,11.735,12.55,13.343,13.072,12.754,12.837,11.803,13.924,12.201845580446,12.04963,11.94388,11.971854311064002,12.673699999999998,12.16578
2016,12.615,13.537,12.529,12.722,12.693,14.235,13.61,13.954,13.974,15.138,15.105,13.471,13.9,15.155,13.699771138940003,13.57413,13.217144000000001,13.245191457074,14.542409999999999,13.499910000000002
2017,12.802,15.093,14.318999999999999,14.994,14.198,14.586,14.618,14.948,15.865,14.501,15.863,14.986,14.985,14.962,14.851061140608,14.735129999999998,14.783502000000002,14.697851458192,14.964510000000002,14.90395
2018,12.499,14.023,13.143,13.329,13.449,12.599,13.164,14.535,14.955,15.116,13.672,13.698,13.782,14.32,13.502391138923997,13.279780000000002,13.501908,13.509777170624002,13.94912,13.524989999999999
2019,11.474,13.425,12.033,13.321,11.949,12.981,12.839,14.15,13.503,14.31,12.453,13.433,12.488,13.113,12.669297804169998,13.00736,12.748002,12.850430026074,13.113629999999999,12.955739999999999
2020,12.676,13.179,12.159,12.689,12.529,12.934,12.934,14.771,13.929,14.904,12.741999999999999,13.488999999999999,13.071,12.421,12.897627804572002,13.05453,12.815638,12.949310026509998,13.258180000000001,12.967899999999998
2021,13.467,14.689,13.790000000000001,14.942,13.943999999999999,13.674,13.995,15.82,14.534,15.898,15.109,13.329,14.408,14.95,14.227957807195999,13.86722,14.394876000000002,14.365781457806001,14.87143,14.37271
2022,14.314,16.62,16.732,16.581,17.231,15.261000000000001,14.996,16.7,16.949,16.261,17.704,16.424,16.108,17.139,16.476524476874005,15.497580000000001,16.630678,16.365515746928,16.42378,16.47115
2023,13.721,15.981,14.884,15.704,15.033999999999999,14.207,14.834,15.741,17.201999999999998,16.14,17.255,15.11,15.479,16.591,15.544356697948,14.935089999999999,15.469962000000002,15.313000031742002,16.05492,15.572650000000001
2024,11.456,11.64,11.954,11.173,11.584,10.507,10.381,12.011,12.314,12.629,12.449,11.12,12.112,12.96,11.498872245956,10.64562,11.572592,11.420862881129999,11.92581,11.3968
