Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
2002,6.74,4.692,5.075,3.871,4.644,5.901,4.696,5.14,4.2940000000000005,5.551,6.121,4.98,5.862,6.3420000000000005,5.170710010754001,4.811780000000001,4.823086000000001,4.799360011326001,5.546100000000001,4.85597
2003,4.12,5.323,5.695,5.488,5.807,5.671,4.7989999999999995,5.973,5.892,6.23,4.121,5.542,5.689,4.916,5.112730010956,5.074819999999999,5.442618,5.468604296078,5.03514,5.2535500000000015
2004,4.997,6.676,6.78,7.244,7.059,6.982,7.601,6.711,7.354,7.627,7.617,7.493,6.466,7.156,7.293571124714,7.51375,7.071362000000001,7.100822870974,7.45704,7.27908
2005,5.890000000000001,5.962,6.611,7.058,6.722,7.654,8.092,6.752,6.614,5.929,7.616,7.361,5.481,6.82,7.2689455684799995,7.812810000000001,6.846374,6.965708584710001,7.145470000000001,7.184010000000001
2006,6.103,6.688,6.572,7.472,7.134,6.126,7.244,6.77,6.375,6.822,7.504,7.271,6.005,7.411,7.120883346616,7.1965699999999995,7.011794,7.009727156294002,7.1836400000000005,7.2030899999999995
2007,5.137,4.571,4.824,5.485,5.245,5.7940000000000005,5.756,4.935,5.591,4.957,5.417,5.76,4.719,5.242,5.414850010318001,5.73723,5.206192,5.3042757247740004,5.35824,5.465260000000001
2008,5.645,5.564,5.603,6.276,6.041,5.951,7.336,5.865,6.513,5.973,6.854,6.404,5.304,6.329,6.50904890076,6.949129999999999,6.105892,6.224167155094,6.612580000000001,6.431310000000001
2009,7.397,8.409,8.218,8.600999999999999,8.307,6.7860000000000005,8.228,8.107,7.883,7.151,8.05,7.912,7.798,8.332,8.097393348992,8.08014,8.256468,8.202327158288,7.934580000000001,8.177389999999999
2010,6.337,6.6370000000000005,6.675000000000001,7.1290000000000004,6.954,6.761,7.109,6.832,7.305,6.554,7.261,7.2,6.203,6.95,7.0263633468240005,7.11184,6.905654,6.92375144223,6.96889,7.057840000000001
2011,7.009,7.208,7.4670000000000005,8.508,7.833,7.575,8.039,7.998,8.382,7.894,8.343,8.258000000000001,7.029,8.136,7.994714459942,8.09034,7.904992,7.951147158442001,8.06739,8.14197
2012,6.543,6.9030000000000005,6.811,7.571,7.0280000000000005,6.498,6.14,7.932,8.298,7.796,6.98,7.019,6.782,6.801,6.815210014471999,6.47006,7.056772,7.032550014233999,6.919930000000001,7.0504500000000005
2013,6.181,6.753,6.67,6.931,6.609,7.106,7.659,6.5680000000000005,7.279,6.408,8.545,7.228,6.542,7.815,7.391498902573997,7.480029999999999,6.976218,6.961721442882,7.54301,7.243950000000001
2014,6.418,5.977,6.554,6.977,6.751,6.836,6.713,6.703,6.846,6.623,7.708,6.692,6.144,7.422,6.901026679987999,6.73866,6.733140000000001,6.727194299380002,7.04307,6.893720000000001
2015,5.693,5.152,5.7700000000000005,6.022,5.864,6.7170000000000005,6.261,5.976,6.8709999999999996,6.089,6.957,6.579,5.42,7.311,6.3163600122779995,6.3589,5.972481999999999,6.04076286994,6.5397,6.272729999999999
2016,6.184,5.795,5.987,6.3420000000000005,6.45,7.4719999999999995,7.507,6.059,6.449,6.526,8.169,7.061,6.25,7.661,7.110031124163999,7.331199999999999,6.523244,6.592038585216,7.37111,6.914470000000001
2017,5.9719999999999995,6.4270000000000005,6.4879999999999995,7.2669999999999995,6.662,6.908,7.47,6.949,7.542,6.775,8.33,7.241,6.348,7.606000000000001,7.296710013731999,7.369400000000001,6.978416,6.997330014159999,7.4849000000000006,7.276910000000001
2018,6.4030000000000005,6.672,6.258,6.8069999999999995,6.506,6.01,6.712,6.945,7.055,6.812,6.88,6.4559999999999995,6.686,7.061,6.636404457877999,6.61025,6.623582000000001,6.6404500133980005,6.81862,6.68224
2019,6.085,7.35,6.71,7.196,6.687,7.258,7.394,7.697,7.6290000000000004,7.5120000000000005,7.027,7.452,6.687,6.995,7.104958903202,7.3797,7.038868,7.104391442816,7.232480000000001,7.174440000000001
2020,5.692,5.389,5.196,5.4030000000000005,4.994,6.118,6.391,6.605,6.22,6.42,5.996,5.922,5.4350000000000005,5.473,5.81936667839,6.19005,5.525416,5.672225726088,6.08239,5.74995
2021,6.463,6.74,6.5040000000000004,6.884,6.37,6.2780000000000005,7.177,7.694,6.955,7.409,7.676,6.351,6.713,7.209,6.93802556941,6.898829999999999,6.804708000000001,6.831347156780001,7.30973,6.883940000000001
2022,6.747,6.896,6.815,6.684,6.752,6.597,6.63,7.5809999999999995,7.197,7.348,8.188,6.447,6.945,7.761,7.0440500141680005,6.601769999999999,6.90527,6.837498585924,7.38203,6.91323
2023,6.686,6.724,6.8309999999999995,7.145,6.925,6.46,7.138,7.021,7.45,7.023,8.534,6.746,6.978,7.964,7.301357791877999,7.0115,7.090586,7.033430014526,7.56972,7.20913
2024,6.0920000000000005,5.786,6.1370000000000005,5.649,5.832,5.708,5.452,6.121,6.342,6.056,6.52,6.036,6.127,6.9030000000000005,5.983117789952,5.637689999999999,5.920402,5.865430012402,6.1371400000000005,5.90722
