Year,Dakar_Temperature,Diourbel_Temperature,Fatick_Temperature,Kaffrine_Temperature,Kaolack_Temperature,Kedougou_Temperature,Kolda_Temperature,Louga_Temperature,Matam_Temperature,Saint louis_Temperature,Sedhiou_Temperature,Tambacounda_Temperature,Thies_Temperature,Ziguinchor_Temperature,Corn_Weighted_Temperature,Cotton_Weighted_Temperature,Millet_Weighted_Temperature,Peanut_Weighted_Temperature,Rice_Weighted_Temperature,Sorghum_Weighted_Temperature
1973,22.591336655714287,27.539685184285712,28.536676527142856,28.536676527142856,28.536676527142856,30.445037969999998,28.792153164285715,24.35620025142857,30.95722943714286,24.35620025142857,28.792153164285715,30.212315030000003,27.539685184285712,26.535593419999998,28.62107507119059,29.231038120828572,28.30392261424,28.158982672549826,27.368493840885712,28.61361965377143
1974,21.400153185714284,27.23802634,28.17509680857143,28.17509680857143,28.17509680857143,29.33048031285714,28.83226345142857,23.11393792285714,29.78693964857143,23.11393792285714,28.83226345142857,29.656483627142855,27.23802634,25.518315335714284,28.331651781630303,29.028781508471425,27.952056850697144,27.73136580143228,26.883667169514283,28.237720078528575
1975,21.96674834857143,28.412034814285715,28.105225861428572,28.105225861428572,28.105225861428572,30.05324166142857,29.000537802857142,23.713762767142857,30.326749030000002,23.713762767142857,29.000537802857142,29.450203014285712,28.412034814285715,25.90705086142857,28.46364915259601,29.122397620742852,28.138505436165715,27.90613547802697,27.208940124428572,28.33783088447143
1976,21.663961847142854,28.212191084285713,27.999514235714287,27.999514235714287,27.999514235714287,29.658435374285716,28.37660950714286,23.346122147142857,30.669516015714287,23.346122147142857,28.37660950714286,29.076632308571426,28.212191084285713,25.969490968571428,28.079577697707705,28.605899043242857,27.90632839672,27.65434476329487,26.795478296742857,28.029849319757144
1977,22.645734415714287,28.95438699,29.256857797142857,29.256857797142857,29.256857797142857,30.767670511428573,28.535278775714286,24.481256809999998,32.06407592428572,24.481256809999998,28.535278775714286,30.578135694285717,28.95438699,26.58627154857143,28.835116577022013,29.22323125078572,28.917052597562858,28.654319799628276,27.340187116614285,28.97703646611428
1978,22.933411841428573,28.367830268571428,28.721401141428572,28.721401141428572,28.721401141428572,30.60623603428571,29.116366947142858,24.08827949428571,30.949492232857143,24.08827949428571,29.116366947142858,30.04454173,28.367830268571428,26.19066650285714,28.8190697204633,29.414104839742855,28.56161455316857,28.34751871543739,27.445657194657144,28.7733418072
1979,23.032328284285715,29.02723230714286,28.813116085714285,28.813116085714285,28.813116085714285,30.36034157,30.020916577142856,24.67976190285714,31.605862145714287,24.67976190285714,30.020916577142856,30.054600612857143,29.02723230714286,26.41927913,29.310497054671888,29.97723505615714,28.89036694525143,28.686798803482453,28.109775973414283,29.128890010214285
1980,22.51872345,28.420016421428574,28.74569343857143,28.74569343857143,28.74569343857143,30.91374387857143,29.577429361428575,23.700857035714286,31.993653265714283,23.700857035714286,29.577429361428575,30.78320356142857,28.420016421428574,26.323491181428572,29.136420950773317,29.909147627085716,28.683372424122858,28.481199528423897,27.636083348328576,29.045472441485714
1981,22.79835308142857,28.961106898571426,29.123100988571426,29.123100988571426,29.123100988571426,30.43053949571429,29.760613508571428,24.348586788571428,31.362576255714288,24.348586788571428,29.760613508571428,30.194629142857142,28.961106898571426,26.534376292857143,29.27835455244693,29.87106222517143,29.006087711471423,28.761297134407062,27.921970340071432,29.178972772228573
1982,22.122402897142855,28.249407324285716,28.797942761428573,28.797942761428573,28.797942761428573,30.090096154285714,29.277789888571427,23.613180821428575,30.532185612857145,23.613180821428575,29.277789888571427,29.82715821857143,28.249407324285716,26.161397432857143,28.8320758770049,29.435079519385713,28.57201191485143,28.31705414327858,27.395950778400003,28.75222091068572
