Year,Dakar_Temperature,Diourbel_Temperature,Fatick_Temperature,Kaffrine_Temperature,Kaolack_Temperature,Kedougou_Temperature,Kolda_Temperature,Louga_Temperature,Matam_Temperature,Saint louis_Temperature,Sedhiou_Temperature,Tambacounda_Temperature,Thies_Temperature,Ziguinchor_Temperature,Corn_Weighted_Temperature,Cotton_Weighted_Temperature,Millet_Weighted_Temperature,Peanut_Weighted_Temperature,Rice_Weighted_Temperature,Sorghum_Weighted_Temperature
1973,21.90060705,27.378243826666665,28.497551186666666,28.497551186666666,28.497551186666666,31.03429033,28.857512025000002,23.878761405000002,30.783434343333337,23.878761405000002,28.857512025000002,30.513642896666667,27.378243826666665,26.446012836666668,28.649589015900204,29.38055379091667,28.26038553038,28.107382074958252,27.274194588350007,28.6350347227
1974,20.576721926666668,26.99308201166667,28.229920635,28.229920635,28.229920635,29.832227031666665,29.14478355,22.507001650000003,29.678810541666667,22.507001650000003,29.14478355,30.065172926666666,26.99308201166667,25.377778148333334,28.5002156166731,29.36123572816667,27.98838796839667,27.757375056229165,26.88063091278333,28.370601938616666
1975,21.2579806,28.464635855,28.206096838333334,28.206096838333334,28.206096838333334,30.700751635,29.33483796333333,23.22197054,30.497873868333333,23.22197054,29.33483796333333,29.908014628333333,28.464635855,25.896559338333333,28.687770439934994,29.49236248238333,28.259474326896665,28.009700829502272,27.277740288833336,28.533022448133334
1976,20.805081925,27.964222931666665,27.851732124999998,27.851732124999998,27.851732124999998,30.00150793666667,28.547711091666667,22.672142505,30.390625828333338,22.672142505,28.547711091666667,29.334642454999997,27.964222931666665,25.94535851166667,28.10172679895934,28.7899130052,27.791069631629995,27.531659204543327,26.710814909516664,28.010729953266665
1977,21.913571871666665,28.849658384999998,29.20466743,29.20466743,29.20466743,31.25308686166667,28.516597168333334,24.030910723333335,31.95109933166667,24.030910723333335,28.516597168333334,30.947609923333335,28.849658384999998,26.488284548333336,28.832371126999302,29.329823954383333,28.866440778023335,28.59134449648187,27.20765239211667,28.9829048084
1978,22.27661489,28.252698531666667,28.672279826666667,28.672279826666667,28.672279826666667,31.209656324999997,29.325761438333334,23.55030457166667,30.985697928333334,23.55030457166667,29.325761438333334,30.49658900833333,28.252698531666667,26.164379736666664,28.934424425706958,29.692293127333333,28.54890998707,28.331445688513845,27.427174704233337,28.862669568283334
1979,22.380727085,28.99728826666667,28.83358167,28.83358167,28.83358167,30.795111141666666,30.320513785,24.23767921,31.506301535000002,24.23767921,30.320513785,30.405098565,28.99728826666667,26.30313748,29.472092752119732,30.2809198945,28.942652784803336,28.725528711244984,28.145660982,29.25281171105
1980,21.854639723333335,28.24969657833333,28.682878903333332,28.682878903333332,28.682878903333332,31.49270119166667,29.829778700000002,23.24347299333333,31.974315906666664,23.24347299333333,29.829778700000002,31.073952541666667,28.24969657833333,26.186546163333333,29.243716965996832,30.171783522116666,28.65557420777333,28.45483896908985,27.636767490900006,29.11112358295
1981,22.067971068333335,28.838513603333336,29.129173374999997,29.129173374999997,29.129173374999997,30.87967703,30.132836971666666,23.776684586666665,31.407414233333338,23.776684586666665,30.132836971666666,30.594809268333336,28.838513603333336,26.507883453333335,29.470198361505005,30.232920633533336,29.044461825893336,28.792094667969803,27.979118222049998,29.320556387233335
1982,21.345491551666665,27.890975211666667,28.584381498333332,28.584381498333332,28.584381498333332,30.540945513333337,29.504088203333335,22.984732463333334,30.319216548333333,22.984732463333334,29.504088203333335,30.016093190000003,27.890975211666667,25.934408116666663,28.85044186793167,29.639118486300003,28.409849651286663,28.162614088053296,27.31568804818334,28.709618865183334
