Year,Dakar_Temperature,Diourbel_Temperature,Fatick_Temperature,Kaffrine_Temperature,Kaolack_Temperature,Kedougou_Temperature,Kolda_Temperature,Louga_Temperature,Matam_Temperature,Saint louis_Temperature,Sedhiou_Temperature,Tambacounda_Temperature,Thies_Temperature,Ziguinchor_Temperature,Corn_Weighted_Temperature,Cotton_Weighted_Temperature,Millet_Weighted_Temperature,Peanut_Weighted_Temperature,Rice_Weighted_Temperature,Sorghum_Weighted_Temperature
1973,19.927719296666666,25.854611109999997,27.37962963,27.37962963,27.37962963,30.777532679999997,27.38941799,22.65560923,27.242424243333335,22.65560923,27.38941799,29.215025253333334,25.854611109999997,25.58789923666667,27.29408439095977,28.048519385633334,27.00495178007333,26.833035425048156,25.957459481399997,27.3247672087
1974,19.418671126666666,25.604497356666666,26.702222223333337,26.702222223333337,26.702222223333337,28.102417026666668,27.07290043333333,22.246128906666666,26.272303623333332,22.246128906666666,27.07290043333333,27.6675,25.604497356666666,24.777235043333334,26.65058649452758,27.261080628000002,26.406595296920003,26.188571060522143,25.4866410124,26.58319137536667
1975,20.568498169999998,27.154761903333334,26.942193676666665,26.942193676666665,26.942193676666665,29.54888889,27.247222223333335,22.934111363333333,27.136869660000002,22.934111363333333,27.247222223333335,27.413787876666664,27.154761903333334,25.00841880333333,26.90792599996651,27.408661923866667,26.83174665147333,26.579918462918698,25.84278967256667,26.8458301366
1976,19.489052736666668,26.237739129999998,26.320845203333334,26.320845203333334,26.320845203333334,28.784682540000002,27.06614729,21.914052653333332,26.61527777666667,21.914052653333332,27.06614729,27.21514911,26.237739129999998,25.11738369,26.51903680959944,27.1617917348,26.241578679859998,26.01001935721648,25.468831851799997,26.3964258254
1977,20.405555556666666,27.998333333333335,28.484515486666666,28.484515486666666,28.484515486666666,30.24361472,26.318460036666664,23.918871253333332,29.41383746,23.918871253333332,26.318460036666664,29.377777776666665,27.998333333333335,25.57993827333333,27.298825463235968,27.448762079666665,27.86461129706,27.535754504308176,25.78863971746667,27.661899175766667
1978,21.08344854,26.99365650333333,27.378609833333332,27.378609833333332,27.378609833333332,30.53328571333333,27.977841913333332,22.65234255,28.366148943333332,22.65234255,27.977841913333332,29.014416566666664,26.99365650333333,25.39423963333333,27.60563461436616,28.354358279866663,27.260851838893334,27.0540200442098,26.27279934546667,27.537286805799997
1979,20.8041065,27.546798756666664,27.671428573333333,27.671428573333333,27.671428573333333,29.676675483333337,28.639722223333333,23.10815412,28.582370713333333,23.10815412,28.639722223333333,28.971666666666664,27.546798756666664,25.109285713333332,27.993719107808246,28.726827910766666,27.635358547093333,27.39246666715727,26.68644374383333,27.845809582733335
1980,20.71816833666667,26.522654803333335,27.476689706666665,27.476689706666665,27.476689706666665,30.60500556,28.518829433333334,22.346014086666667,28.730997403333333,22.346014086666667,28.518829433333334,29.161883576666668,26.522654803333335,25.15513533666667,27.864872313764447,28.742235153166668,27.325248423013335,27.141523086360994,26.441110535166665,27.717634323299997
1981,20.87784178,27.09770865,27.704457243333334,27.704457243333334,27.704457243333334,30.07651149,28.378632476666667,22.915053763333333,27.557910906666667,22.915053763333333,28.378632476666667,28.552880183333333,27.09770865,25.38763441,27.803282518080714,28.483616630133334,27.509333526333332,27.269919183102274,26.533112092933333,27.6832535178
1982,20.320122886666667,25.950998463333335,26.738672686666664,26.738672686666664,26.738672686666664,29.301057693333334,27.558392856666668,22.35111367,26.731909796666667,22.35111367,27.558392856666668,27.747311826666664,25.950998463333335,24.785061446666663,26.95125647185875,27.660999279166667,26.572408982053332,26.38264145764723,25.79891443293333,26.81632288
