Year,Dakar_Temperature,Diourbel_Temperature,Fatick_Temperature,Kaffrine_Temperature,Kaolack_Temperature,Kedougou_Temperature,Kolda_Temperature,Louga_Temperature,Matam_Temperature,Saint louis_Temperature,Sedhiou_Temperature,Tambacounda_Temperature,Thies_Temperature,Ziguinchor_Temperature,Corn_Weighted_Temperature,Cotton_Weighted_Temperature,Millet_Weighted_Temperature,Peanut_Weighted_Temperature,Rice_Weighted_Temperature,Sorghum_Weighted_Temperature
1973,19.695578945,25.0965,26.75,26.75,26.75,30.199632355,26.398015875,22.213043475,25.8,22.213043475,26.398015875,28.177083335,25.0965,25.19018219,26.448318790067663,27.091998776300002,26.283131587779998,26.112460604712275,25.209550351,26.52413822075
1974,19.60200669,25.517857145,26.72,26.72,26.72,27.28219697,25.323636365,22.33223684,25.53901099,22.33223684,25.323636365,26.345,25.517857145,24.157852565,25.661042060650274,25.78027272815,26.04499884026,25.749572568208514,24.4696010828,25.835693285899996
1975,20.614285715,26.707142855,26.250790515,26.250790515,26.250790515,27.788333335,26.299999999999997,23.214210525,25.751458335000002,23.214210525,26.299999999999997,25.88431818,26.707142855,24.499166664999997,26.020664570799276,26.282426975999996,26.134526547999997,25.882963810099888,25.257185615349997,25.972061407650003
1976,19.606912440000002,25.268608694999998,25.24423077,25.24423077,25.24423077,27.409523810000003,26.114845934999998,21.503837599999997,25.106250000000003,21.503837599999997,26.114845934999998,25.58479263,25.268608694999998,24.47952381,25.470383021514742,26.007776371349998,25.20436972587,25.005090807682716,24.682100229599996,25.309763662199998
1977,19.75,27.197499999999998,27.138311690000002,27.138311690000002,27.138311690000002,29.22792208,25.266578945,23.324603175,28.06423445,23.324603175,25.266578945,28.341666664999998,27.197499999999998,24.94212963,26.20219257913707,26.385335427799994,26.70846323182,26.41175945282085,24.9059581051,26.537236846949998
1978,21.0203341,26.54715142,26.56307604,26.56307604,26.56307604,29.68392857,27.573905725,22.073675115,27.49761051,22.073675115,27.573905725,28.208721625,26.54715142,24.97200461,27.016966442117468,27.7985612896,26.58155313086,26.386556753348174,25.802838248700002,26.88408655205
1979,21.248095235,26.943531470000003,26.889285715,26.889285715,26.889285715,28.96130952,27.339583335,23.095564515,27.49452381,23.095564515,27.339583335,27.9075,26.943531470000003,24.412261905,26.99460038253526,27.551848215150002,26.82240764737,26.600223107962822,25.836188563950003,26.930067411450004
1980,20.88047831,25.87107898,26.926324885,26.926324885,26.926324885,29.667185760000002,27.56478261,22.18837597,27.365850945,22.18837597,27.56478261,27.773470525,25.87107898,24.731090100000003,27.027811683447744,27.704791314249995,26.66452524122,26.480731607833953,25.77606902785,26.916166125500002
1981,20.26676267,25.829896310000002,26.51797619,26.51797619,26.51797619,29.003656125,27.45128205,22.151612905,25.523963135000002,22.151612905,27.45128205,27.126094469999998,25.829896310000002,24.566935485000002,26.718006387364955,27.4071292479,26.360108176889998,26.151519045412602,25.631589287649998,26.5462924649
1982,20.2140553,25.11520737,25.856342365,25.856342365,25.856342365,28.285961540000002,26.157589285,22.171831795000003,25.278509855,22.171831795000003,26.157589285,26.332258065,25.11520737,24.10339862,25.797866163624967,26.310884000100003,25.61924512702,25.442304950257586,24.837113786199996,25.733702466100002
