Crop,Production,Year,Dakar_VHI,Diourbel_VHI,Fatick_VHI,Kaffrine_VHI,Kaolack_VHI,Kedougou_VHI,Kolda_VHI,Louga_VHI,Matam_VHI,Saint louis_VHI,Sedhiou_VHI,Tambacounda_VHI,Thies_VHI,Ziguinchor_VHI,Corn_Weighted_VHI,Cotton_Weighted_VHI,Millet_Weighted_VHI,Peanut_Weighted_VHI,Rice_Weighted_VHI,Sorghum_Weighted_VHI,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall,Dakar_Temperature,Diourbel_Temperature,Fatick_Temperature,Kaffrine_Temperature,Kaolack_Temperature,Kedougou_Temperature,Kolda_Temperature,Louga_Temperature,Matam_Temperature,Saint louis_Temperature,Sedhiou_Temperature,Tambacounda_Temperature,Thies_Temperature,Ziguinchor_Temperature,Corn_Weighted_Temperature,Cotton_Weighted_Temperature,Millet_Weighted_Temperature,Peanut_Weighted_Temperature,Rice_Weighted_Temperature,Sorghum_Weighted_Temperature
Peanut,790617.0,1995,0.5176666666666666,0.4913333333333333,0.47,0.5950000000000001,0.5003333333333333,0.6629999999999999,0.6829999999999999,0.511,0.6046666666666667,0.435,0.631,0.5966666666666667,0.455,0.4683333333333333,0.5853344454980001,0.65347,0.5441440000000001,0.5575438106126667,0.56684,0.58797,12.604,13.382,13.616,14.381,14.719,15.241,16.988,13.853,14.315,12.705,16.496,15.119,12.922,14.232,15.421345583029998,16.25797,14.500754,14.656141456849998,15.1845,15.07846,415.166,382.439,389.983,251.47000000000003,304.663,652.053,450.189,321.345,261.447,211.771,482.89,319.704,400.112,637.891,401.579387451932,418.61539,349.813276,352.17638658390206,427.90953,356.99300000000005,23.826971326666666,29.12658766333333,28.79525057333333,28.79525057333333,28.79525057333333,30.698364551111112,29.9947852,25.149510156666665,31.238258273333333,25.149510156666665,29.9947852,29.63139358444444,29.12658766333333,26.76889827555556,29.27880973083999,29.87417997957777,28.892169736366668,28.71438279807874,28.265038511944443,29.087718250288887
Corn,106509.0,1995,0.5176666666666666,0.4913333333333333,0.47,0.5950000000000001,0.5003333333333333,0.6629999999999999,0.6829999999999999,0.511,0.6046666666666667,0.435,0.631,0.5966666666666667,0.455,0.4683333333333333,0.5853344454980001,0.65347,0.5441440000000001,0.5575438106126667,0.56684,0.58797,12.604,13.382,13.616,14.381,14.719,15.241,16.988,13.853,14.315,12.705,16.496,15.119,12.922,14.232,15.421345583029998,16.25797,14.500754,14.656141456849998,15.1845,15.07846,415.166,382.439,389.983,251.47000000000003,304.663,652.053,450.189,321.345,261.447,211.771,482.89,319.704,400.112,637.891,401.579387451932,418.61539,349.813276,352.17638658390206,427.90953,356.99300000000005,23.826971326666666,29.12658766333333,28.79525057333333,28.79525057333333,28.79525057333333,30.698364551111112,29.9947852,25.149510156666665,31.238258273333333,25.149510156666665,29.9947852,29.63139358444444,29.12658766333333,26.76889827555556,29.27880973083999,29.87417997957777,28.892169736366668,28.71438279807874,28.265038511944443,29.087718250288887
Millet,794133.0,1995,0.5176666666666666,0.4913333333333333,0.47,0.5950000000000001,0.5003333333333333,0.6629999999999999,0.6829999999999999,0.511,0.6046666666666667,0.435,0.631,0.5966666666666667,0.455,0.4683333333333333,0.5853344454980001,0.65347,0.5441440000000001,0.5575438106126667,0.56684,0.58797,12.604,13.382,13.616,14.381,14.719,15.241,16.988,13.853,14.315,12.705,16.496,15.119,12.922,14.232,15.421345583029998,16.25797,14.500754,14.656141456849998,15.1845,15.07846,415.166,382.439,389.983,251.47000000000003,304.663,652.053,450.189,321.345,261.447,211.771,482.89,319.704,400.112,637.891,401.579387451932,418.61539,349.813276,352.17638658390206,427.90953,356.99300000000005,23.826971326666666,29.12658766333333,28.79525057333333,28.79525057333333,28.79525057333333,30.698364551111112,29.9947852,25.149510156666665,31.238258273333333,25.149510156666665,29.9947852,29.63139358444444,29.12658766333333,26.76889827555556,29.27880973083999,29.87417997957777,28.892169736366668,28.71438279807874,28.265038511944443,29.087718250288887
Rice,155152.0,1995,0.5176666666666666,0.4913333333333333,0.47,0.5950000000000001,0.5003333333333333,0.6629999999999999,0.6829999999999999,0.511,0.6046666666666667,0.435,0.631,0.5966666666666667,0.455,0.4683333333333333,0.5853344454980001,0.65347,0.5441440000000001,0.5575438106126667,0.56684,0.58797,12.604,13.382,13.616,14.381,14.719,15.241,16.988,13.853,14.315,12.705,16.496,15.119,12.922,14.232,15.421345583029998,16.25797,14.500754,14.656141456849998,15.1845,15.07846,415.166,382.439,389.983,251.47000000000003,304.663,652.053,450.189,321.345,261.447,211.771,482.89,319.704,400.112,637.891,401.579387451932,418.61539,349.813276,352.17638658390206,427.90953,356.99300000000005,23.826971326666666,29.12658766333333,28.79525057333333,28.79525057333333,28.79525057333333,30.698364551111112,29.9947852,25.149510156666665,31.238258273333333,25.149510156666665,29.9947852,29.63139358444444,29.12658766333333,26.76889827555556,29.27880973083999,29.87417997957777,28.892169736366668,28.71438279807874,28.265038511944443,29.087718250288887
Sorghum,127328.0,1995,0.5176666666666666,0.4913333333333333,0.47,0.5950000000000001,0.5003333333333333,0.6629999999999999,0.6829999999999999,0.511,0.6046666666666667,0.435,0.631,0.5966666666666667,0.455,0.4683333333333333,0.5853344454980001,0.65347,0.5441440000000001,0.5575438106126667,0.56684,0.58797,12.604,13.382,13.616,14.381,14.719,15.241,16.988,13.853,14.315,12.705,16.496,15.119,12.922,14.232,15.421345583029998,16.25797,14.500754,14.656141456849998,15.1845,15.07846,415.166,382.439,389.983,251.47000000000003,304.663,652.053,450.189,321.345,261.447,211.771,482.89,319.704,400.112,637.891,401.579387451932,418.61539,349.813276,352.17638658390206,427.90953,356.99300000000005,23.826971326666666,29.12658766333333,28.79525057333333,28.79525057333333,28.79525057333333,30.698364551111112,29.9947852,25.149510156666665,31.238258273333333,25.149510156666665,29.9947852,29.63139358444444,29.12658766333333,26.76889827555556,29.27880973083999,29.87417997957777,28.892169736366668,28.71438279807874,28.265038511944443,29.087718250288887
Peanut,646394.0,1996,0.4796666666666667,0.317,0.3806666666666666,0.496,0.408,0.599,0.61,0.4156666666666666,0.4493333333333333,0.2573333333333333,0.6053333333333334,0.636,0.3996666666666666,0.511,0.5293185193906665,0.6080733333333334,0.462806,0.4798357152053333,0.5002166666666668,0.5283399999999999,10.705,9.457,10.389,11.219,10.524,14.684,13.78,10.838,10.88,8.94,11.907,13.08,9.82,12.886,11.998436688762,13.4799,11.07967,11.458631451274,11.84187,11.88507,360.079,324.816,344.63,359.732,370.37,803.721,562.558,285.898,272.344,188.02,645.35,402.831,340.29,678.147,480.859597469566,525.86077,393.693302,401.448249506422,501.74319,442.99039,23.866934454444444,30.04803133222222,29.346112141111107,29.346112141111107,29.346112141111107,30.846877556666666,30.47936208444445,25.293733776666667,32.05097268666666,25.293733776666667,30.47936208444445,29.83278981888889,30.04803133222222,26.94178016555556,29.73483073370311,30.27177494978889,29.443841229024443,29.20513902552061,28.624831615077778,29.538581289511107
Corn,88634.0,1996,0.4796666666666667,0.317,0.3806666666666666,0.496,0.408,0.599,0.61,0.4156666666666666,0.4493333333333333,0.2573333333333333,0.6053333333333334,0.636,0.3996666666666666,0.511,0.5293185193906665,0.6080733333333334,0.462806,0.4798357152053333,0.5002166666666668,0.5283399999999999,10.705,9.457,10.389,11.219,10.524,14.684,13.78,10.838,10.88,8.94,11.907,13.08,9.82,12.886,11.998436688762,13.4799,11.07967,11.458631451274,11.84187,11.88507,360.079,324.816,344.63,359.732,370.37,803.721,562.558,285.898,272.344,188.02,645.35,402.831,340.29,678.147,480.859597469566,525.86077,393.693302,401.448249506422,501.74319,442.99039,23.866934454444444,30.04803133222222,29.346112141111107,29.346112141111107,29.346112141111107,30.846877556666666,30.47936208444445,25.293733776666667,32.05097268666666,25.293733776666667,30.47936208444445,29.83278981888889,30.04803133222222,26.94178016555556,29.73483073370311,30.27177494978889,29.443841229024443,29.20513902552061,28.624831615077778,29.538581289511107
Millet,601359.0,1996,0.4796666666666667,0.317,0.3806666666666666,0.496,0.408,0.599,0.61,0.4156666666666666,0.4493333333333333,0.2573333333333333,0.6053333333333334,0.636,0.3996666666666666,0.511,0.5293185193906665,0.6080733333333334,0.462806,0.4798357152053333,0.5002166666666668,0.5283399999999999,10.705,9.457,10.389,11.219,10.524,14.684,13.78,10.838,10.88,8.94,11.907,13.08,9.82,12.886,11.998436688762,13.4799,11.07967,11.458631451274,11.84187,11.88507,360.079,324.816,344.63,359.732,370.37,803.721,562.558,285.898,272.344,188.02,645.35,402.831,340.29,678.147,480.859597469566,525.86077,393.693302,401.448249506422,501.74319,442.99039,23.866934454444444,30.04803133222222,29.346112141111107,29.346112141111107,29.346112141111107,30.846877556666666,30.47936208444445,25.293733776666667,32.05097268666666,25.293733776666667,30.47936208444445,29.83278981888889,30.04803133222222,26.94178016555556,29.73483073370311,30.27177494978889,29.443841229024443,29.20513902552061,28.624831615077778,29.538581289511107
Rice,148780.0,1996,0.4796666666666667,0.317,0.3806666666666666,0.496,0.408,0.599,0.61,0.4156666666666666,0.4493333333333333,0.2573333333333333,0.6053333333333334,0.636,0.3996666666666666,0.511,0.5293185193906665,0.6080733333333334,0.462806,0.4798357152053333,0.5002166666666668,0.5283399999999999,10.705,9.457,10.389,11.219,10.524,14.684,13.78,10.838,10.88,8.94,11.907,13.08,9.82,12.886,11.998436688762,13.4799,11.07967,11.458631451274,11.84187,11.88507,360.079,324.816,344.63,359.732,370.37,803.721,562.558,285.898,272.344,188.02,645.35,402.831,340.29,678.147,480.859597469566,525.86077,393.693302,401.448249506422,501.74319,442.99039,23.866934454444444,30.04803133222222,29.346112141111107,29.346112141111107,29.346112141111107,30.846877556666666,30.47936208444445,25.293733776666667,32.05097268666666,25.293733776666667,30.47936208444445,29.83278981888889,30.04803133222222,26.94178016555556,29.73483073370311,30.27177494978889,29.443841229024443,29.20513902552061,28.624831615077778,29.538581289511107
Sorghum,133009.0,1996,0.4796666666666667,0.317,0.3806666666666666,0.496,0.408,0.599,0.61,0.4156666666666666,0.4493333333333333,0.2573333333333333,0.6053333333333334,0.636,0.3996666666666666,0.511,0.5293185193906665,0.6080733333333334,0.462806,0.4798357152053333,0.5002166666666668,0.5283399999999999,10.705,9.457,10.389,11.219,10.524,14.684,13.78,10.838,10.88,8.94,11.907,13.08,9.82,12.886,11.998436688762,13.4799,11.07967,11.458631451274,11.84187,11.88507,360.079,324.816,344.63,359.732,370.37,803.721,562.558,285.898,272.344,188.02,645.35,402.831,340.29,678.147,480.859597469566,525.86077,393.693302,401.448249506422,501.74319,442.99039,23.866934454444444,30.04803133222222,29.346112141111107,29.346112141111107,29.346112141111107,30.846877556666666,30.47936208444445,25.293733776666667,32.05097268666666,25.293733776666667,30.47936208444445,29.83278981888889,30.04803133222222,26.94178016555556,29.73483073370311,30.27177494978889,29.443841229024443,29.20513902552061,28.624831615077778,29.538581289511107
