Crop,Production,Year,Dakar_VHI,Diourbel_VHI,Fatick_VHI,Kaffrine_VHI,Kaolack_VHI,Kedougou_VHI,Kolda_VHI,Louga_VHI,Matam_VHI,Saint louis_VHI,Sedhiou_VHI,Tambacounda_VHI,Thies_VHI,Ziguinchor_VHI,Corn_Weighted_VHI,Cotton_Weighted_VHI,Millet_Weighted_VHI,Peanut_Weighted_VHI,Rice_Weighted_VHI,Sorghum_Weighted_VHI,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall,Dakar_Temperature,Diourbel_Temperature,Fatick_Temperature,Kaffrine_Temperature,Kaolack_Temperature,Kedougou_Temperature,Kolda_Temperature,Louga_Temperature,Matam_Temperature,Saint louis_Temperature,Sedhiou_Temperature,Tambacounda_Temperature,Thies_Temperature,Ziguinchor_Temperature,Corn_Weighted_Temperature,Cotton_Weighted_Temperature,Millet_Weighted_Temperature,Peanut_Weighted_Temperature,Rice_Weighted_Temperature,Sorghum_Weighted_Temperature
Peanut,790617.0,1995,0.465,0.6556666666666667,0.623,0.6826666666666666,0.659,0.559,0.5826666666666667,0.672,0.7376666666666667,0.6196666666666667,0.592,0.6906666666666667,0.5323333333333333,0.4536666666666666,0.6172896308246666,0.6141033333333333,0.63776,0.6326061916426666,0.5770033333333334,0.6381166666666668,11.051,11.908,12.206,12.596,13.218,13.252,14.939,12.32,12.501,11.4,14.603,13.329,11.557,12.827,13.665342246536,14.29756,12.868322,12.983510025012002,13.48398,13.31455,325.281,283.524,282.368,168.19,213.903,504.264,310.631,217.254,167.994,120.956,329.081,222.336,297.07,400.435,279.200619441104,292.2704,245.76438,245.83665060901004,283.64238,246.41395,23.37492607625,29.0565777875,28.80674022875,28.80674022875,28.80674022875,30.98387440625,30.12098520125,24.7173655925,31.30387389125,24.7173655925,30.12098520125,29.91365111625,29.0565777875,26.73751056,29.355278267939955,30.04207033395,28.902608678365,28.713880423427177,28.22700509803749,29.1527866692
Corn,106509.0,1995,0.465,0.6556666666666667,0.623,0.6826666666666666,0.659,0.559,0.5826666666666667,0.672,0.7376666666666667,0.6196666666666667,0.592,0.6906666666666667,0.5323333333333333,0.4536666666666666,0.6172896308246666,0.6141033333333333,0.63776,0.6326061916426666,0.5770033333333334,0.6381166666666668,11.051,11.908,12.206,12.596,13.218,13.252,14.939,12.32,12.501,11.4,14.603,13.329,11.557,12.827,13.665342246536,14.29756,12.868322,12.983510025012002,13.48398,13.31455,325.281,283.524,282.368,168.19,213.903,504.264,310.631,217.254,167.994,120.956,329.081,222.336,297.07,400.435,279.200619441104,292.2704,245.76438,245.83665060901004,283.64238,246.41395,23.37492607625,29.0565777875,28.80674022875,28.80674022875,28.80674022875,30.98387440625,30.12098520125,24.7173655925,31.30387389125,24.7173655925,30.12098520125,29.91365111625,29.0565777875,26.73751056,29.355278267939955,30.04207033395,28.902608678365,28.713880423427177,28.22700509803749,29.1527866692
Millet,794133.0,1995,0.465,0.6556666666666667,0.623,0.6826666666666666,0.659,0.559,0.5826666666666667,0.672,0.7376666666666667,0.6196666666666667,0.592,0.6906666666666667,0.5323333333333333,0.4536666666666666,0.6172896308246666,0.6141033333333333,0.63776,0.6326061916426666,0.5770033333333334,0.6381166666666668,11.051,11.908,12.206,12.596,13.218,13.252,14.939,12.32,12.501,11.4,14.603,13.329,11.557,12.827,13.665342246536,14.29756,12.868322,12.983510025012002,13.48398,13.31455,325.281,283.524,282.368,168.19,213.903,504.264,310.631,217.254,167.994,120.956,329.081,222.336,297.07,400.435,279.200619441104,292.2704,245.76438,245.83665060901004,283.64238,246.41395,23.37492607625,29.0565777875,28.80674022875,28.80674022875,28.80674022875,30.98387440625,30.12098520125,24.7173655925,31.30387389125,24.7173655925,30.12098520125,29.91365111625,29.0565777875,26.73751056,29.355278267939955,30.04207033395,28.902608678365,28.713880423427177,28.22700509803749,29.1527866692
Rice,155152.0,1995,0.465,0.6556666666666667,0.623,0.6826666666666666,0.659,0.559,0.5826666666666667,0.672,0.7376666666666667,0.6196666666666667,0.592,0.6906666666666667,0.5323333333333333,0.4536666666666666,0.6172896308246666,0.6141033333333333,0.63776,0.6326061916426666,0.5770033333333334,0.6381166666666668,11.051,11.908,12.206,12.596,13.218,13.252,14.939,12.32,12.501,11.4,14.603,13.329,11.557,12.827,13.665342246536,14.29756,12.868322,12.983510025012002,13.48398,13.31455,325.281,283.524,282.368,168.19,213.903,504.264,310.631,217.254,167.994,120.956,329.081,222.336,297.07,400.435,279.200619441104,292.2704,245.76438,245.83665060901004,283.64238,246.41395,23.37492607625,29.0565777875,28.80674022875,28.80674022875,28.80674022875,30.98387440625,30.12098520125,24.7173655925,31.30387389125,24.7173655925,30.12098520125,29.91365111625,29.0565777875,26.73751056,29.355278267939955,30.04207033395,28.902608678365,28.713880423427177,28.22700509803749,29.1527866692
Sorghum,127328.0,1995,0.465,0.6556666666666667,0.623,0.6826666666666666,0.659,0.559,0.5826666666666667,0.672,0.7376666666666667,0.6196666666666667,0.592,0.6906666666666667,0.5323333333333333,0.4536666666666666,0.6172896308246666,0.6141033333333333,0.63776,0.6326061916426666,0.5770033333333334,0.6381166666666668,11.051,11.908,12.206,12.596,13.218,13.252,14.939,12.32,12.501,11.4,14.603,13.329,11.557,12.827,13.665342246536,14.29756,12.868322,12.983510025012002,13.48398,13.31455,325.281,283.524,282.368,168.19,213.903,504.264,310.631,217.254,167.994,120.956,329.081,222.336,297.07,400.435,279.200619441104,292.2704,245.76438,245.83665060901004,283.64238,246.41395,23.37492607625,29.0565777875,28.80674022875,28.80674022875,28.80674022875,30.98387440625,30.12098520125,24.7173655925,31.30387389125,24.7173655925,30.12098520125,29.91365111625,29.0565777875,26.73751056,29.355278267939955,30.04207033395,28.902608678365,28.713880423427177,28.22700509803749,29.1527866692
Peanut,646394.0,1996,0.45,0.415,0.4556666666666666,0.5796666666666667,0.5053333333333333,0.617,0.6013333333333333,0.6033333333333334,0.612,0.4866666666666666,0.5173333333333333,0.6796666666666668,0.391,0.4253333333333333,0.5491588899066666,0.6189733333333333,0.5221486666666667,0.5433700010066667,0.5199,0.5684166666666667,9.266,8.506,9.247,9.731,9.3,12.887,11.95,9.591,9.532,8.168,10.091,11.172,8.621,11.353,10.41048113059,11.65568,9.691252,10.019124305658,10.34122,10.300050000000002,171.291,214.456,235.295,240.835,248.243,590.709,392.733,191.228,185.784,140.2,470.915,279.258,196.896,476.112,335.500186090558,367.98483,266.764542,271.550897785562,356.32853,305.56601,23.4507179275,29.967874535,29.382292825,29.382292825,29.382292825,31.21423725125,30.814282345,24.8812838325,32.13317760625,24.8812838325,30.814282345,30.19143400125,29.967874535,26.8649193525,29.92393031847776,30.5966481822375,29.506012169340003,29.26350223130936,28.695231140587502,29.686864416012504
Corn,88634.0,1996,0.45,0.415,0.4556666666666666,0.5796666666666667,0.5053333333333333,0.617,0.6013333333333333,0.6033333333333334,0.612,0.4866666666666666,0.5173333333333333,0.6796666666666668,0.391,0.4253333333333333,0.5491588899066666,0.6189733333333333,0.5221486666666667,0.5433700010066667,0.5199,0.5684166666666667,9.266,8.506,9.247,9.731,9.3,12.887,11.95,9.591,9.532,8.168,10.091,11.172,8.621,11.353,10.41048113059,11.65568,9.691252,10.019124305658,10.34122,10.300050000000002,171.291,214.456,235.295,240.835,248.243,590.709,392.733,191.228,185.784,140.2,470.915,279.258,196.896,476.112,335.500186090558,367.98483,266.764542,271.550897785562,356.32853,305.56601,23.4507179275,29.967874535,29.382292825,29.382292825,29.382292825,31.21423725125,30.814282345,24.8812838325,32.13317760625,24.8812838325,30.814282345,30.19143400125,29.967874535,26.8649193525,29.92393031847776,30.5966481822375,29.506012169340003,29.26350223130936,28.695231140587502,29.686864416012504
Millet,601359.0,1996,0.45,0.415,0.4556666666666666,0.5796666666666667,0.5053333333333333,0.617,0.6013333333333333,0.6033333333333334,0.612,0.4866666666666666,0.5173333333333333,0.6796666666666668,0.391,0.4253333333333333,0.5491588899066666,0.6189733333333333,0.5221486666666667,0.5433700010066667,0.5199,0.5684166666666667,9.266,8.506,9.247,9.731,9.3,12.887,11.95,9.591,9.532,8.168,10.091,11.172,8.621,11.353,10.41048113059,11.65568,9.691252,10.019124305658,10.34122,10.300050000000002,171.291,214.456,235.295,240.835,248.243,590.709,392.733,191.228,185.784,140.2,470.915,279.258,196.896,476.112,335.500186090558,367.98483,266.764542,271.550897785562,356.32853,305.56601,23.4507179275,29.967874535,29.382292825,29.382292825,29.382292825,31.21423725125,30.814282345,24.8812838325,32.13317760625,24.8812838325,30.814282345,30.19143400125,29.967874535,26.8649193525,29.92393031847776,30.5966481822375,29.506012169340003,29.26350223130936,28.695231140587502,29.686864416012504
Rice,148780.0,1996,0.45,0.415,0.4556666666666666,0.5796666666666667,0.5053333333333333,0.617,0.6013333333333333,0.6033333333333334,0.612,0.4866666666666666,0.5173333333333333,0.6796666666666668,0.391,0.4253333333333333,0.5491588899066666,0.6189733333333333,0.5221486666666667,0.5433700010066667,0.5199,0.5684166666666667,9.266,8.506,9.247,9.731,9.3,12.887,11.95,9.591,9.532,8.168,10.091,11.172,8.621,11.353,10.41048113059,11.65568,9.691252,10.019124305658,10.34122,10.300050000000002,171.291,214.456,235.295,240.835,248.243,590.709,392.733,191.228,185.784,140.2,470.915,279.258,196.896,476.112,335.500186090558,367.98483,266.764542,271.550897785562,356.32853,305.56601,23.4507179275,29.967874535,29.382292825,29.382292825,29.382292825,31.21423725125,30.814282345,24.8812838325,32.13317760625,24.8812838325,30.814282345,30.19143400125,29.967874535,26.8649193525,29.92393031847776,30.5966481822375,29.506012169340003,29.26350223130936,28.695231140587502,29.686864416012504
Sorghum,133009.0,1996,0.45,0.415,0.4556666666666666,0.5796666666666667,0.5053333333333333,0.617,0.6013333333333333,0.6033333333333334,0.612,0.4866666666666666,0.5173333333333333,0.6796666666666668,0.391,0.4253333333333333,0.5491588899066666,0.6189733333333333,0.5221486666666667,0.5433700010066667,0.5199,0.5684166666666667,9.266,8.506,9.247,9.731,9.3,12.887,11.95,9.591,9.532,8.168,10.091,11.172,8.621,11.353,10.41048113059,11.65568,9.691252,10.019124305658,10.34122,10.300050000000002,171.291,214.456,235.295,240.835,248.243,590.709,392.733,191.228,185.784,140.2,470.915,279.258,196.896,476.112,335.500186090558,367.98483,266.764542,271.550897785562,356.32853,305.56601,23.4507179275,29.967874535,29.382292825,29.382292825,29.382292825,31.21423725125,30.814282345,24.8812838325,32.13317760625,24.8812838325,30.814282345,30.19143400125,29.967874535,26.8649193525,29.92393031847776,30.5966481822375,29.506012169340003,29.26350223130936,28.695231140587502,29.686864416012504
