Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
1995,325.281,283.524,282.368,168.19,213.903,504.264,310.631,217.25400000000002,167.994,120.956,329.081,222.336,297.07,400.435,279.200619441104,292.2704,245.76438000000002,245.83665060901004,283.64238,246.41395
1996,171.291,214.456,235.29500000000002,240.835,248.243,590.709,392.73299999999995,191.228,185.784,140.2,470.915,279.258,196.89600000000002,476.112,335.500186090558,367.98483,266.764542,271.550897785562,356.32853,305.56601
1997,189.90300000000002,257.49699999999996,334.163,362.174,440.83,807.841,632.4680000000001,173.91899999999998,199.89600000000002,111.395,692.21,351.297,222.631,631.5930000000001,499.3403351015221,557.8639700000001,389.446696,396.27156082581,502.7821500000001,445.81129000000004
1998,225.97899999999998,206.063,248.19600000000003,299.577,305.136,709.558,489.27,190.637,231.929,140.278,508.974,391.068,223.805,521.4639999999999,397.66580727762005,466.80783,311.242426,325.3917835840701,403.96128,371.45184
1999,290.296,336.71500000000003,437.187,496.229,538.721,703.457,634.691,244.918,280.36699999999996,159.43,840.778,480.33399999999995,302.426,959.931,588.3359275052819,594.40578,490.676242,485.212256734564,611.3311300000001,548.7349600000001
2000,294.11199999999997,231.852,280.28,223.709,292.982,504.775,291.334,169.835,223.114,108.437,442.237,262.869,271.125,542.203,317.542011682036,295.16847,272.995082,266.97002638478,327.37458000000004,288.78566000000006
2001,186.066,188.986,213.258,247.78500000000003,276.344,397.822,325.514,125.65,178.136,104.05600000000001,408.901,247.07,183.303,413.152,297.65172822776793,306.6972,249.90365400000002,248.70091482203398,301.55487000000005,278.61665
2002,177.159,220.024,270.586,264.001,295.589,467.873,255.852,198.888,194.648,164.437,279.86699999999996,230.99900000000002,224.999,311.547,264.08950049412795,263.40498,259.414738,257.45064051873004,250.51811,259.78861
2003,190.374,206.853,287.291,361.601,363.21000000000004,713.878,648.0360000000001,160.898,322.81399999999996,103.878,642.234,463.865,204.917,579.53,488.11613952105404,588.7157400000001,366.786628,384.598780788446,483.8631900000001,448.93089000000003
2004,142.896,222.822,275.704,417.95799999999997,390.24,653.636,516.379,179.39100000000002,264.767,83.547,541.134,457.618,172.494,514.933,434.22280058943204,503.98928,361.939748,370.65909497820996,407.25070999999997,427.39861
2005,472.36400000000003,468.36400000000003,520.126,522.486,583.4639999999999,703.729,623.095,332.414,400.381,214.989,803.592,502.96000000000004,428.605,823.533,606.6819165259701,594.2775,540.3858319999999,528.892395396272,597.5454400000001,570.75191
2006,255.185,353.193,384.199,355.977,412.399,541.944,427.111,281.571,261.683,222.66899999999998,567.85,346.395,308.848,718.7080000000001,429.852950733284,411.52554999999995,384.905228,377.027295120352,456.27687000000003,401.25221000000005
2007,178.016,235.775,258.545,323.976,324.168,536.215,487.19,218.182,339.067,172.18200000000002,492.16700000000003,386.387,213.682,500.94,396.55298282622994,455.1895999999999,322.41199,334.361006415532,402.75362,375.69032
2008,346.46299999999997,405.829,491.547,484.375,517.345,645.094,576.018,293.235,354.17,177.462,888.857,468.828,355.597,1074.8,591.32894203045,551.32457,504.69310800000005,488.32757825505,632.37358,547.3842599999999
2009,343.976,380.825,513.389,488.33500000000004,572.066,690.961,645.202,344.055,361.714,216.47299999999998,708.455,528.544,360.617,820.091,586.4406020015662,610.8408599999999,513.8391200000001,514.78767386357,576.0017300000001,549.2683100000002
2010,276.182,257.901,295.579,313.61400000000003,321.502,698.914,508.355,247.311,337.11199999999997,220.237,556.164,433.989,253.679,568.034,432.625035149552,490.06955,342.89051800000004,355.787617975584,449.99226,402.33654
