Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
2011,223.482,269.523,273.781,320.863,297.615,767.885,399.8,232.646,284.98,183.03,519.264,362.669,230.429,614.172,382.7321995837801,408.8282899999999,319.063058,323.897746532096,408.93485,366.88864
2012,396.52500000000003,356.978,379.842,258.93,321.545,744.056,462.16,295.815,367.717,216.613,599.505,351.01,374.903,724.556,438.296581941354,441.09205999999995,360.03684400000003,361.14419240169997,476.71648000000005,386.76320000000004
2013,290.486,326.481,388.96,339.762,382.321,742.374,468.542,257.52500000000003,243.91500000000002,176.23399999999998,508.272,401.144,330.69100000000003,721.5830000000001,432.36418742867806,461.21851,378.077564,381.43288800267004,444.83569000000006,404.50955
2014,136.6,219.85700000000003,256.914,273.765,301.379,623.376,388.07,181.72500000000002,226.275,112.35900000000001,462.01099999999997,324.41,181.888,607.514,351.81527723630194,380.43061,287.341718,292.31031925371207,369.46475999999996,328.68238
2015,334.2,344.32,340.165,290.769,333.22499999999997,874.636,502.68600000000004,250.139,232.193,180.034,635.4300000000001,367.452,324.632,686.874,451.724814115066,480.23148000000003,361.714754,363.75165379648206,481.0073500000001,404.07419000000004
2016,187.70499999999998,255.58,297.283,313.251,312.995,782.983,463.121,209.375,404.504,156.719,559.789,396.16499999999996,232.985,561.931,415.214267356674,457.54564,332.42640400000005,339.748503688346,423.30532000000005,387.24478
2017,277.892,489.35,501.206,616.7750000000001,680.523,917.822,746.106,349.51,413.836,167.747,769.143,616.086,347.688,809.506,657.7276154200281,717.0119500000001,583.862736,585.614811098656,612.26655,637.34928
2018,131.266,271.07,314.885,381.475,421.924,698.047,471.63,198.929,280.34900000000005,162.37199999999999,554.271,393.348,198.628,659.7180000000001,432.730428440412,461.46611999999993,366.274444,369.00363793059796,440.0837800000001,413.56931000000003
2019,179.401,241.648,296.824,295.178,285.341,814.2230000000001,403.383,180.44,242.595,128.681,456.8,353.217,212.95499999999998,425.594,362.36335727127,409.43539999999996,303.536228,308.081726425412,350.53649,342.51935000000003
2020,395.81100000000004,333.947,454.483,410.627,485.173,938.361,647.292,297.67,283.278,167.787,800.086,451.111,363.825,867.902,577.252248679824,603.78439,469.407798,472.608143939192,594.7106600000001,519.9871800000001
2021,570.462,596.1469999999999,687.7460000000001,855.745,910.2,951.736,863.598,437.432,356.861,193.042,993.233,591.1859999999999,555.922,891.3439999999999,803.257737868598,802.153,764.26781,747.84905415795,731.69836,786.59115
2022,399.038,412.765,368.234,476.991,408.967,980.4730000000001,546.338,414.58,374.497,553.878,802.053,631.371,367.555,1001.316,572.441365551354,591.3604399999999,472.82366400000006,481.21391414972,678.43294,560.0014100000001
2023,293.884,405.48800000000006,435.803,465.386,463.736,737.283,510.2,366.57500000000005,358.505,316.666,641.474,474.487,381.817,764.896,509.33891090900005,513.50413,462.484958,459.8869281480561,534.0020200000001,493.8140700000001
2024,71.441,114.043,175.167,171.52,202.49699999999999,404.991,264.203,90.90299999999999,148.701,83.387,327.911,196.45,81.128,411.035,235.76295479492197,251.09789999999998,183.79280999999997,187.035869017574,253.99171,214.14117
