Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
2006,15.631,33.492,25.115000000000002,10.132,10.49,3.7589999999999995,7.9670000000000005,31.221999999999998,17.212,22.918999999999997,4.549,11.457,20.953,5.409,11.404084480161998,8.68632,15.9298,14.806455743705998,10.990590000000001,11.036570000000001
2007,0.0,0.638,0.28400000000000003,1.235,0.188,3.859,0.252,5.202,2.9779999999999998,6.074,0.112,0.981,0.736,0.011,0.6385966712739999,0.6977800000000001,0.8427140000000001,1.130855718192,1.59509,0.95655
2008,19.612,19.708,12.849,5.911,10.927999999999999,0.34800000000000003,0.171,19.751,9.102,28.39,0.827,0.51,13.589,23.893,5.808683364512,0.6675,9.14819,8.80704145768,11.44468,5.903639999999999
2009,0.0,1.758,1.992,2.093,2.5349999999999997,2.703,1.008,1.9049999999999998,0.58,0.952,0.249,0.357,0.524,0.389,1.139268891312,1.00888,1.637008,1.5893014304659998,0.75056,1.2833499999999998
2010,0.203,0.5890000000000001,0.459,4.429,1.824,1.8410000000000002,2.165,0.607,3.17,0.7270000000000001,2.162,2.661,0.07,1.443,1.8898055584619997,2.37932,1.990898,2.07469428861,1.6744,2.5925399999999996
2011,0.10200000000000001,4.85,1.631,3.458,2.78,2.914,0.9359999999999999,4.456,3.1109999999999998,2.8169999999999997,0.942,3.919,1.037,0.8560000000000001,1.9594033385779999,1.94503,2.5839600000000003,2.497327147312,1.5275,2.56945
2012,0.10200000000000001,0.9019999999999999,0.468,0.534,0.561,2.562,1.522,0.922,2.114,15.814,1.544,2.3,0.036000000000000004,8.527000000000001,1.685311118114,1.72011,0.8504579999999999,1.2545114375900002,5.74535,1.6495100000000003
2013,0.0,1.619,1.5430000000000001,2.317,1.237,2.107,1.083,4.833,3.28,9.494,1.869,2.943,1.2730000000000001,4.82,1.9159844510540003,1.68054,1.9175320000000002,2.126148578054,3.83106,2.2236000000000002
2014,0.0,0.101,0.053,0.45199999999999996,0.13,0.047,0.027,0.5369999999999999,0.294,8.084,0.273,0.375,0.0,1.552,0.33540666912600003,0.13994,0.23467399999999997,0.362288574386,2.12223,0.44847
2015,0.673,1.984,0.427,0.29800000000000004,0.129,0.0,0.974,1.5219999999999998,0.361,15.492,4.906,0.286,2.072,5.552,1.861500006212,0.74063,1.078496,1.0480314368480002,5.86356,1.4858299999999998
2016,0.0,2.457,3.1189999999999998,5.9959999999999996,5.288,14.454,2.829,1.346,9.3,9.432,3.834,6.739,0.588,11.543,4.4979900122480005,4.6969899999999996,4.099748,4.42103287172,6.13712,5.25382
2017,0.0,0.105,0.09,0.473,0.086,0.399,0.008,1.617,0.445,9.029,0.797,0.228,0.305,1.795,0.473565558704,0.11838000000000001,0.352766,0.49421857502000005,2.5124699999999995,0.55171
2018,0.034,0.25,0.502,1.718,1.983,2.058,2.5469999999999997,1.446,0.906,11.211,3.453,1.955,0.285,1.804,2.308475559936,2.3316299999999996,1.5447060000000001,1.755962862776,4.41737,2.19802
2019,0.105,0.29300000000000004,0.552,0.568,0.276,0.452,1.2429999999999999,3.999,0.9910000000000001,27.677,4.63,0.621,0.73,4.873,2.1562744532640004,1.03049,1.128316,1.4771071540060001,8.4476,1.8654000000000002
2020,0.037000000000000005,0.106,0.08299999999999999,0.025,0.012,1.5279999999999998,0.8170000000000001,0.609,0.57,13.684,3.167,0.159,0.041,3.76,1.25399556008,0.6710099999999999,0.43117800000000006,0.578802863672,4.65612,0.9774699999999998
2021,63.181999999999995,59.166,59.232,40.925,49.370000000000005,16.989,24.701999999999998,54.943,29.672,79.636,48.474999999999994,31.543000000000003,62.333,70.566,42.518544550536,27.24503,48.115950000000005,45.053182962196,52.27232,41.354940000000006
2022,20.451,0.0,3.468,0.0,0.003,0.0,0.085,4.4719999999999995,0.019,87.391,46.469,0.001,7.821,73.359,13.566531154114,0.5176700000000001,5.560820000000001,4.949010065054001,42.96601,9.993840000000002
2023,0.303,1.8359999999999999,1.402,0.706,0.476,0.874,1.45,3.482,1.7,14.745,3.34,0.7190000000000001,1.843,7.289,1.9419500072839997,1.2046500000000002,1.417122,1.5861757228820001,5.77005,1.67933
2024,0.0,0.203,1.494,1.138,1.147,0.067,0.0,1.2249999999999999,0.19,8.285,1.493,0.0,0.677,2.2849999999999997,0.8965833364600002,0.08732,0.9848939999999999,0.9588100035780001,2.62296,0.90466
