Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
2013,499.647,525.3870000000001,595.54,515.901,578.759,1155.078,698.098,425.47700000000003,414.879,266.698,736.774,619.549,521.8100000000001,1037.282,650.290142302702,695.9630699999999,576.9614779999999,583.1896427530701,655.83891,612.45236
2014,228.05,382.713,409.526,425.007,483.596,992.646,632.586,303.65500000000003,339.908,168.495,784.046,522.888,311.322,976.0989999999999,576.1585009173101,616.4108500000001,465.8343060000001,470.35107967770205,604.04757,531.6505
2015,628.235,591.146,690.809,574.273,711.681,1363.289,916.087,419.906,468.561,307.507,1086.2050000000002,689.637,580.257,1295.616,831.3006458286201,868.87304,688.7814460000001,691.326015925874,861.02278,750.3604000000001
2016,396.61,435.528,514.811,495.123,499.725,1198.23,722.769,348.095,516.498,248.13400000000001,869.731,589.954,411.055,940.281,652.9423733310122,705.9497900000001,536.673126,543.9646756014321,671.6711100000001,605.65913
2017,383.564,605.617,598.8439999999999,741.778,811.133,1150.431,882.842,441.14,568.004,227.565,957.377,755.388,459.5,1068.903,801.1796290325559,860.0088999999999,708.7300640000001,711.093147131846,763.9543600000002,777.4595400000001
2018,284.472,461.238,543.352,611.814,715.793,1099.4750000000001,823.573,389.642,457.18600000000004,309.642,879.745,655.7280000000001,368.239,971.9780000000001,724.576219989708,787.0618400000001,616.129966,625.604674132496,721.8080700000002,684.88991
2019,413.648,406.87,497.196,459.87,491.245,1166.746,659.12,331.64,390.727,211.542,715.277,532.3340000000001,393.024,731.282,586.014284334522,646.8013800000001,498.08909000000006,506.27459401031206,571.1590100000001,546.80744
2020,663.919,710.402,833.2860000000001,768.657,834.6189999999999,1383.993,1099.306,601.513,555.4680000000001,394.289,1204.897,787.3919999999999,615.253,1335.478,961.0499137842158,1020.2853100000001,829.591714,834.0026474995559,976.0019499999999,888.92008
2021,643.624,660.09,827.6740000000001,1094.445,1102.1,1531.446,1452.965,532.861,472.493,305.159,1597.623,1049.769,619.245,1365.527,1208.2282904944202,1336.88679,1015.0982979999999,1023.490977593132,1162.66307,1149.0455499999998
2022,673.298,687.098,798.281,872.531,1044.843,1595.796,902.3580000000001,662.369,579.368,674.071,1325.258,912.649,548.901,1438.36,997.9715317181759,950.69953,879.564986,870.738309135214,1037.13572,957.7292000000001
2023,547.823,590.178,648.036,645.766,682.379,1184.097,745.184,530.98,485.173,453.472,976.787,688.654,575.702,1087.59,755.9370202446182,754.10336,674.86415,670.01510866432,784.9625500000001,720.85296
2024,71.441,114.043,175.167,171.52,202.49699999999999,404.991,264.203,90.90299999999999,148.701,83.387,327.911,196.45,81.128,411.035,235.76295479492197,251.09789999999998,183.79280999999997,187.035869017574,253.99171,214.14117
