Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
1995,76.06800000000001,106.073,98.90100000000001,66.683,76.14699999999999,220.113,147.805,95.131,70.215,59.31,171.245,101.257,92.337,206.81900000000002,124.32055133172199,135.9682,97.75588,99.53588311709802,138.88709000000003,107.85938
1996,42.342,59.391999999999996,96.846,148.017,143.452,375.873,250.73299999999998,66.582,92.212,48.384,293.506,176.239,54.995999999999995,284.679,198.204205816106,233.83702,142.11517,149.60952319896796,209.82703999999998,182.41662
1997,69.889,121.444,164.636,185.353,228.2,544.359,373.291,80.179,92.465,34.964,375.297,219.007,98.259,324.166,277.42344034468397,334.15632999999997,204.307566,213.04764187502403,272.20937000000004,245.91445000000002
1998,37.854,39.891,67.81400000000001,145.975,121.988,318.936,232.02,43.235,122.044,33.012,222.758,191.43599999999998,45.878,192.72,171.06427355101005,221.59377,123.20074200000002,133.94179313349002,167.78325,165.70551999999998
1999,86.744,98.93299999999999,150.293,195.70499999999998,218.013,369.204,272.694,72.541,152.55599999999998,50.928,386.535,223.528,85.99799999999999,429.334,253.00125034265403,262.93525,192.70670200000004,193.861183306924,266.69388000000004,233.94876
2000,94.745,56.187,102.931,105.735,133.86,240.169,151.678,43.065,116.53800000000001,20.278,267.764,130.344,75.938,324.367,160.43563801711602,150.33948999999998,119.393804,117.992684605728,175.24906,143.41956
2001,78.429,122.844,117.284,151.752,145.328,260.78,218.84199999999998,76.736,128.554,68.535,258.436,173.757,101.706,248.575,186.37023694175798,206.39333,150.016326,151.381251761758,192.11774,175.47213
2002,57.061,116.798,138.965,157.558,155.52,231.037,131.352,118.905,98.852,104.869,159.939,126.013,107.488,145.739,140.50962914184598,137.83620000000002,140.99456600000002,138.61101311837,134.92118,142.38364
2003,99.75200000000001,98.575,143.995,138.381,145.60500000000002,358.201,260.383,68.861,106.732,39.709,258.483,181.62900000000002,109.005,248.586,200.620122503956,239.29670000000002,154.22021,160.137173202868,197.94126,181.00110000000004
2004,19.386,90.61,117.653,242.909,194.519,414.03999999999996,340.75199999999995,58.935,159.363,24.83,352.706,301.721,37.323,319.389,262.25921030372996,329.15659,195.89885600000002,205.97924610866397,253.10897,257.64116
2005,147.469,243.342,260.081,294.677,318.951,475.48900000000003,380.512,170.237,254.325,118.384,444.63,316.791,175.435,405.65999999999997,343.540812730004,366.01419,293.024514,292.07578202551406,331.41378999999995,325.44223999999997
2006,94.29400000000001,143.183,132.541,171.802,159.574,322.728,207.03,140.65,121.424,133.59199999999998,286.865,184.716,114.788,371.32800000000003,201.41745258084202,206.95577,167.823322,169.528898992404,232.27407,193.46089000000003
2007,89.31700000000001,109.26,113.293,152.077,148.822,308.161,209.76399999999998,76.194,118.905,33.066,204.087,185.196,98.41999999999999,197.93599999999998,173.455014707408,205.97528000000003,144.22808,148.78549601735202,160.59875999999997,168.28071
2008,176.42399999999998,243.04500000000002,296.86,271.609,316.228,391.213,333.407,165.98000000000002,207.055,101.463,537.864,268.947,191.978,637.616,350.6392971969739,319.54323999999997,296.037782,284.06157779848,374.1197,319.29046
