Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
2009,99.186,160.70100000000002,211.952,222.208,241.799,298.045,281.003,136.375,201.64,78.957,283.532,258.073,124.882,295.13800000000003,249.16398369269598,272.98652,218.598532,220.467000404914,230.89504,239.39150999999998
2010,116.218,144.529,168.272,208.284,203.62,415.257,296.83299999999997,133.657,176.143,111.29,298.515,277.85,122.726,317.105,250.48090816560196,293.84993,203.962306,212.24908330830203,249.65982000000002,241.22238
2011,28.505000000000003,90.64,79.157,88.731,87.824,390.328,197.42000000000002,63.894,106.185,47.271,222.21800000000002,164.512,47.393,249.02100000000002,157.169000247104,194.48505,107.12355,114.313740324048,170.57257000000004,141.24696
2012,99.958,125.03,150.0,115.291,128.949,469.557,278.475,120.566,182.197,124.297,341.353,188.745,111.283,376.614,229.34980704995405,258.48174,161.247996,169.207311919716,265.04584,197.58388000000002
2013,52.253,99.685,103.572,136.273,110.799,382.66999999999996,219.201,89.007,124.131,62.497,206.872,202.13400000000001,79.339,262.32,173.31470917514997,219.38868,133.470632,142.858836054408,180.42144000000002,166.86464
2014,20.069,43.206,57.411,85.874,85.956,393.08,217.288,38.309,103.874,24.762,162.96699999999998,174.386,26.821,154.295,144.36380797561998,208.68278999999998,93.19923,107.515541686358,139.83421,132.44347
2015,44.639,97.089,111.935,100.304,130.31799999999998,404.485,229.75900000000001,37.338,90.075,27.083000000000002,310.021,151.862,58.143,332.38300000000004,193.215925820342,214.10377,131.47512,133.43187180165003,210.94160000000005,165.06054
2016,67.084,125.02600000000001,173.247,184.125,197.098,456.306,250.983,121.534,231.691,103.769,308.227,198.506,104.558,281.635,229.420470372384,246.87382,187.19018,190.92878902106798,231.30469,214.31326
2017,130.982,287.547,285.964,285.749,346.575,530.087,332.81399999999996,176.013,205.74599999999998,76.966,317.948,299.254,175.76999999999998,355.849,309.146242716602,333.89608,288.25379,285.87512911575004,270.45201,299.04499
2018,22.72,56.039,83.885,143.77100000000002,128.908,381.815,232.92100000000002,69.104,165.45600000000002,80.029,278.406,212.66000000000003,36.413,325.747,193.800884729132,231.74661000000003,134.700174,145.01991608863202,215.22378,183.26763
2019,39.129999999999995,39.705,55.754,81.92,76.814,421.446,180.898,32.68,70.53,37.663,215.691,130.70499999999998,31.354,175.167,140.09405353991,177.14081999999996,89.14652199999998,97.20749885695201,148.87817,125.2117
2020,251.537,200.12,281.237,263.514,308.791,609.945,395.749,179.091,214.231,117.75200000000001,524.2,312.05,214.184,558.237,369.53382724635804,381.47919,296.557434,298.202447850292,381.47259,335.56418
2021,111.317,213.947,192.499,341.56,327.854,686.113,385.281,143.155,206.965,106.635,393.273,323.653,146.84699999999998,329.645,329.479471619152,385.24352,284.13191,291.41254772797004,305.48612,331.55064999999996
2022,267.542,237.95,222.557,305.124,231.65800000000002,710.692,387.84000000000003,143.65699999999998,158.623,178.726,541.975,357.842,203.556,773.699,365.706906217682,395.5553500000001,287.462174,292.619149391202,431.71412,352.22055
2023,84.88900000000001,141.247,169.778,184.895,187.37,488.881,301.353,123.20700000000001,180.216,134.441,292.405,248.395,123.37799999999999,292.896,244.1612315009,292.31297,193.749956,203.34239903284998,250.2295,228.90481
2024,71.441,114.043,175.167,171.52,202.49699999999999,404.991,264.203,90.90299999999999,148.701,83.387,327.911,196.45,81.128,411.035,235.76295479492197,251.09789999999998,183.79280999999997,187.035869017574,253.99171,214.14117
