Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
1995,12.179,38.672,31.317,21.484,19.029,47.629,41.091,19.133,13.158,2.09,51.623999999999995,20.499,18.075,40.324999999999996,33.326223380609996,35.23964,27.610612,26.100397201622005,33.32412,28.49019
1996,9.82,26.847,35.287,50.986000000000004,48.312,148.228,86.252,46.643,34.669,38.504000000000005,81.152,61.229,21.5,43.156000000000006,64.433732315634,81.52111,49.354614,53.24510582353601,63.787090000000006,60.560249999999996
1997,27.37,65.497,76.032,133.827,124.245,355.128,277.416,52.475,74.61,30.9,240.039,173.981,44.473,161.36700000000002,183.89946243236597,247.13503999999998,128.24556,139.619094558546,178.80517,168.61325000000002
1998,27.268,18.48,23.223,73.302,56.416999999999994,144.774,93.38300000000001,27.438000000000002,43.768,18.065,77.467,72.342,33.537,58.843,67.35302565455,89.67334,54.008736000000006,59.19725296819001,63.17483,69.54861000000001
1999,6.134,11.757,39.071,67.19800000000001,70.747,198.622,103.03,7.034,25.314,5.494,138.389,88.34100000000001,8.934999999999999,146.409,88.978008994866,103.33242999999999,61.075256,63.723850152034004,92.28099999999999,82.69209000000001
2000,4.786,9.202,18.419,46.173,34.878,107.451,64.81700000000001,9.904,50.087,7.140000000000001,79.647,68.488,8.782,66.202,54.114027846606,67.20949999999999,37.495322,40.10386152129001,53.157160000000005,53.20064
2001,2.707,10.605,24.53,76.512,58.58,118.03999999999999,113.63199999999999,8.481,31.14,1.9020000000000001,107.457,89.324,5.043,73.333,79.10246785061399,105.35120999999998,56.456604,60.83447009862401,73.94623,78.05183
2002,53.783,107.394,124.612,140.488,130.474,121.595,80.072,109.87700000000001,75.495,93.263,99.503,91.68,101.723,82.28,101.117647974644,89.18451,117.487142,112.57069160951801,90.74906,108.81125
2003,44.092,23.194,30.916,42.286,35.242,166.21,106.934,12.745000000000001,33.385,7.417,91.901,61.32,37.759,73.697,69.50146787572999,94.98741,46.446532,51.654861554256,70.14218,61.870909999999995
2004,0.896,29.337,33.598,99.77799999999999,65.05199999999999,156.35399999999998,161.124,20.397,54.894999999999996,6.5,124.88300000000001,129.005,5.843999999999999,78.356,103.47586232274601,148.41762,74.16072199999999,81.62958584320599,94.64274999999999,103.15578
2005,18.953,66.551,63.847,92.767,96.071,306.887,152.387,48.773,114.015,37.922,154.254,132.987,32.165,94.57499999999999,122.45695462502398,153.28151,91.52585400000001,96.951665940902,112.91299000000001,115.87984999999998
2006,33.965,77.696,67.08699999999999,78.355,69.606,182.209,113.418,57.141999999999996,56.57,35.403999999999996,128.365,102.218,48.381,126.05600000000001,97.68035682128401,112.70366,79.744698,80.85596732579,98.40424000000002,92.79637
2007,4.627,18.012,19.055,36.655,30.799000000000003,119.563,56.226,16.590999999999998,20.337,8.811,48.025,44.062,11.527,39.71,41.044587839074,55.67039,31.170836,34.00936578831,38.691570000000006,40.25054
