Year,Dakar_Rainfall,Diourbel_Rainfall,Fatick_Rainfall,Kaffrine_Rainfall,Kaolack_Rainfall,Kedougou_Rainfall,Kolda_Rainfall,Louga_Rainfall,Matam_Rainfall,Saint louis_Rainfall,Sedhiou_Rainfall,Tambacounda_Rainfall,Thies_Rainfall,Ziguinchor_Rainfall,Corn_Weighted_Rainfall,Cotton_Weighted_Rainfall,Millet_Weighted_Rainfall,Peanut_Weighted_Rainfall,Rice_Weighted_Rainfall,Sorghum_Weighted_Rainfall
2008,19.776,19.708,12.849,5.911,10.927999999999999,0.34800000000000003,0.171,19.751,9.102,28.399,0.827,0.51,13.589,23.905,5.811972253442001,0.6675,9.14856,8.809948600590001,11.450220000000002,5.9073400000000005
2009,0.0,1.963,2.265,2.106,2.6159999999999997,2.772,1.385,2.137,1.184,1.588,0.501,0.623,0.524,0.389,1.3887800028139996,1.31724,1.7969460000000002,1.768822859542,1.0727,1.4705499999999998
2010,0.23700000000000002,0.5890000000000001,0.459,4.462,1.824,2.084,2.2369999999999997,0.696,3.242,1.12,2.162,2.707,0.07,1.443,1.9284255586539996,2.45169,2.012942,2.116194288822,1.78547,2.6363599999999994
2011,0.10200000000000001,4.85,1.631,3.458,2.78,6.082000000000001,0.9359999999999999,4.456,3.1109999999999998,2.8169999999999997,0.942,3.96,1.037,0.878,2.021444450398,2.14536,2.5928000000000004,2.5503257196519997,1.56311,2.6402200000000002
2012,1.348,2.396,1.509,1.474,0.808,33.612,4.394,6.228,9.716999999999999,26.665999999999997,1.987,4.85,1.112,16.919,4.150901133216,6.055149999999999,2.286004,3.76006002647,10.887229999999999,4.20417
2013,0.0,1.675,1.935,2.607,1.414,2.5970000000000004,1.206,4.93,3.548,9.727,1.955,3.9659999999999997,1.2730000000000001,5.143000000000001,2.195310007,2.05908,2.17261,2.3906185784700003,4.016640000000001,2.55919
2014,0.0,0.101,0.075,0.45199999999999996,0.13,0.047,0.027,0.742,0.314,8.697000000000001,0.273,0.382,0.0,1.909,0.359761113836,0.14169,0.251284,0.3975957175260001,2.3167500000000003,0.47400000000000003
2015,0.7070000000000001,1.994,0.632,1.0350000000000001,0.615,0.033,2.374,1.559,0.7130000000000001,16.241,7.293,1.1400000000000001,2.149,7.43,2.9775077848580005,1.8896900000000003,1.7316680000000002,1.701384295546,7.3318200000000004,2.4639
2016,0.0,2.631,3.162,5.998,5.416,14.568999999999999,2.854,1.8980000000000001,9.957,10.493,3.8850000000000002,6.787999999999999,0.624,11.756,4.595805568428,4.73353,4.1842,4.536310015226,6.441680000000001,5.34415
2017,0.0,0.105,0.09,0.476,0.127,0.41900000000000004,0.08399999999999999,1.662,0.445,9.819999999999999,0.83,0.228,0.309,1.8079999999999998,0.520868892232,0.16759,0.372954,0.5312957181219999,2.71847,0.59015
2018,0.034,0.385,0.512,1.784,2.06,2.367,3.1249999999999996,1.7690000000000001,0.9420000000000001,15.705,3.672,2.62,0.33299999999999996,2.061,2.6937200056400004,2.8810399999999996,1.717298,2.042985721476,5.67467,2.5641100000000003
2019,0.105,0.29300000000000004,0.552,0.568,0.28800000000000003,0.496,1.52,4.559,1.01,28.347,4.74,0.819,0.8,4.882,2.2979055646799997,1.2555900000000002,1.2081600000000001,1.6029457256780002,8.70776,1.98367
2020,0.037000000000000005,0.106,0.08299999999999999,0.031,0.012,1.742,0.8170000000000001,0.62,0.6599999999999999,14.385,3.173,0.17600000000000002,0.053,3.763,1.275901115866,0.68846,0.43758400000000003,0.598967149676,4.81582,1.00332
2021,66.118,60.373999999999995,60.037,41.351,49.756,18.004,24.930999999999997,57.51,30.633000000000003,86.959,48.574,32.421,64.06099999999999,71.429,43.188952332542,27.693559999999998,48.876856,45.962527252026,54.237140000000004,42.09275999999999
2022,28.604,0.0,4.665,0.0,0.003,0.146,0.085,6.184,0.019,130.837,50.179,0.001,9.885,94.666,15.831162282298,0.5635300000000001,6.4699040000000005,6.592320086986001,56.993469999999995,12.036639999999998
2023,0.303,1.8359999999999999,1.402,0.706,0.476,0.874,1.45,3.487,1.7,15.271,3.34,0.7190000000000001,1.843,7.444999999999999,1.9541633407699996,1.2046500000000002,1.418736,1.5972928659340002,5.910780000000001,1.69307
2024,0.0,0.213,1.494,1.138,1.147,0.308,0.0,1.2369999999999999,0.228,8.499,1.493,0.0,0.677,2.2849999999999997,0.90573889213,0.10178,0.98718,0.9676742894360001,2.67305,0.91496
