Year,Dakar_VHI,Diourbel_VHI,Fatick_VHI,Kaffrine_VHI,Kaolack_VHI,Kedougou_VHI,Kolda_VHI,Louga_VHI,Matam_VHI,Saint louis_VHI,Sedhiou_VHI,Tambacounda_VHI,Thies_VHI,Ziguinchor_VHI,Corn_Weighted_VHI,Cotton_Weighted_VHI,Millet_Weighted_VHI,Peanut_Weighted_VHI,Rice_Weighted_VHI,Sorghum_Weighted_VHI
1984,0.43166666666666664,0.7083333333333334,0.6016666666666667,0.619,0.6103333333333333,0.401,0.5453333333333333,0.5906666666666667,0.5226666666666667,0.5423333333333333,0.5059999999999999,0.5533333333333333,0.5833333333333334,0.5306666666666667,0.5545318529473333,0.5426133333333334,0.5962700000000001,0.582715239136,0.53418,0.5679700000000001
1985,0.2853333333333333,0.26333333333333336,0.2786666666666667,0.274,0.2843333333333333,0.168,0.13499999999999998,0.24533333333333332,0.20733333333333334,0.26933333333333337,0.18766666666666665,0.20366666666666666,0.24766666666666667,0.217,0.21035481529866665,0.16311666666666666,0.249514,0.2384380956946667,0.20191666666666666,0.2254266666666667
1986,0.27699999999999997,0.228,0.22833333333333336,0.20266666666666666,0.19166666666666665,0.5166666666666667,0.435,0.23466666666666666,0.219,0.3393333333333333,0.2976666666666667,0.2783333333333333,0.26499999999999996,0.29833333333333334,0.3024718524253333,0.38531000000000004,0.24588733333333332,0.26797095300266666,0.3406666666666667,0.2771666666666667
1987,0.23766666666666666,0.238,0.3396666666666666,0.5786666666666667,0.514,0.4653333333333333,0.5233333333333333,0.26733333333333337,0.31333333333333335,0.36166666666666664,0.5833333333333334,0.44399999999999995,0.2326666666666667,0.381,0.4767051858686667,0.5032933333333334,0.4438046666666667,0.4468314293086667,0.4639666666666667,0.49354
1988,0.418,0.34366666666666673,0.35233333333333333,0.3626666666666667,0.36200000000000004,0.49533333333333324,0.5983333333333333,0.40399999999999997,0.3866666666666667,0.4163333333333334,0.48900000000000005,0.5406666666666666,0.4323333333333333,0.4163333333333334,0.47506926007600003,0.5624966666666666,0.4072886666666667,0.42863476275199996,0.4829833333333334,0.4526466666666667
1989,0.36000000000000004,0.5526666666666666,0.577,0.6669999999999999,0.648,0.48133333333333334,0.66,0.6586666666666666,0.6136666666666667,0.369,0.601,0.6413333333333333,0.496,0.5496666666666666,0.6137722232773334,0.6442533333333333,0.6163573333333334,0.618886191484,0.5545333333333333,0.6240166666666667
1990,0.511,0.2806666666666667,0.295,0.22199999999999998,0.289,0.22833333333333336,0.20766666666666667,0.21633333333333335,0.21533333333333335,0.2783333333333333,0.276,0.322,0.3456666666666666,0.34400000000000003,0.27236296354999995,0.23970333333333332,0.269684,0.26341571489533333,0.2705966666666667,0.26557333333333333
1991,0.48233333333333334,0.27033333333333337,0.23500000000000001,0.16033333333333333,0.21266666666666667,0.11933333333333333,0.10733333333333334,0.30033333333333334,0.214,0.33266666666666667,0.10966666666666665,0.138,0.33433333333333337,0.24733333333333332,0.1680077783246667,0.11944666666666667,0.20232133333333335,0.20096333384066667,0.19382333333333335,0.16961
1992,0.4166666666666667,0.3933333333333333,0.49933333333333335,0.6926666666666667,0.634,0.6876666666666668,0.6880000000000001,0.3486666666666667,0.39566666666666667,0.375,0.49,0.6593333333333333,0.43533333333333335,0.4146666666666667,0.5790562972206668,0.6785266666666667,0.568806,0.583741429478,0.5087333333333334,0.6081466666666667
1993,0.49866666666666665,0.4646666666666666,0.438,0.4566666666666667,0.5256666666666666,0.5383333333333334,0.5686666666666667,0.4406666666666667,0.399,0.49933333333333335,0.6893333333333334,0.5183333333333333,0.49266666666666664,0.6126666666666667,0.554799630608,0.5494399999999999,0.49878933333333336,0.4971276201053333,0.58148,0.5272666666666668
1994,0.48700000000000004,0.5686666666666667,0.588,0.574,0.5836666666666667,0.6426666666666666,0.6313333333333334,0.535,0.49466666666666664,0.592,0.665,0.569,0.58,0.643,0.6082955566926666,0.6134233333333333,0.5877686666666667,0.5851452392646668,0.6260566666666667,0.5939433333333334
1995,0.463,0.535,0.5206666666666666,0.45766666666666667,0.568,0.4543333333333333,0.6076666666666667,0.4546666666666666,0.3283333333333333,0.4203333333333334,0.5673333333333334,0.4586666666666666,0.5353333333333333,0.5379999999999999,0.5419829638933333,0.5529166666666666,0.5188013333333332,0.5147866676113333,0.5322133333333334,0.5093433333333334
1996,0.385,0.3456666666666666,0.35133333333333333,0.35233333333333333,0.363,0.582,0.4546666666666666,0.35233333333333333,0.3363333333333333,0.3336666666666666,0.42733333333333334,0.44733333333333336,0.3423333333333334,0.47400000000000003,0.4125140748526666,0.45416666666666666,0.37317866666666666,0.38371333415733333,0.41741666666666666,0.40138999999999997
