Year,Dakar_VHI,Diourbel_VHI,Fatick_VHI,Kaffrine_VHI,Kaolack_VHI,Kedougou_VHI,Kolda_VHI,Louga_VHI,Matam_VHI,Saint louis_VHI,Sedhiou_VHI,Tambacounda_VHI,Thies_VHI,Ziguinchor_VHI,Corn_Weighted_VHI,Cotton_Weighted_VHI,Millet_Weighted_VHI,Peanut_Weighted_VHI,Rice_Weighted_VHI,Sorghum_Weighted_VHI
1984,0.4936666666666667,0.4426666666666667,0.4713333333333334,0.43366666666666664,0.5396666666666666,0.5036666666666667,0.5603333333333333,0.36333333333333334,0.36566666666666664,0.393,0.48233333333333334,0.48333333333333334,0.5076666666666667,0.39766666666666667,0.5014344453113334,0.5303633333333334,0.47741733333333336,0.479702381832,0.4680066666666667,0.47981
1985,0.42533333333333334,0.38800000000000007,0.37566666666666665,0.44333333333333336,0.35600000000000004,0.4076666666666667,0.4243333333333334,0.3253333333333333,0.266,0.24733333333333332,0.327,0.4663333333333333,0.37166666666666665,0.36533333333333334,0.38326000072,0.43312666666666666,0.3912166666666667,0.39472666736000006,0.34744,0.40331000000000006
1986,0.6186666666666666,0.593,0.6739999999999999,0.791,0.7803333333333334,0.6223333333333333,0.6753333333333332,0.658,0.606,0.5233333333333333,0.6183333333333333,0.7276666666666666,0.613,0.5283333333333333,0.6775118530860001,0.6914999999999999,0.704504,0.7045690487933334,0.6034299999999999,0.7056166666666667
1987,0.6666666666666666,0.763,0.7223333333333333,0.7773333333333333,0.7559999999999999,0.578,0.6866666666666666,0.754,0.5056666666666666,0.42933333333333334,0.6096666666666667,0.6703333333333333,0.807,0.5606666666666666,0.6770185198166667,0.6805199999999999,0.734844,0.7234161916513333,0.5919800000000001,0.6972133333333334
1988,0.527,0.359,0.439,0.5346666666666666,0.508,0.36766666666666664,0.4326666666666667,0.4663333333333333,0.507,0.5163333333333333,0.429,0.5016666666666667,0.39266666666666666,0.42766666666666664,0.45718592683666676,0.45183333333333336,0.466858,0.47360333422866663,0.4521200000000001,0.4809
1989,0.39066666666666666,0.255,0.3233333333333333,0.29633333333333334,0.30433333333333334,0.48900000000000005,0.4956666666666667,0.18266666666666667,0.22366666666666668,0.2956666666666667,0.4586666666666667,0.4093333333333333,0.307,0.3893333333333333,0.399819259888,0.4614333333333333,0.3310766666666667,0.3412138102386667,0.40765000000000007,0.37121333333333334
1990,0.45366666666666666,0.24500000000000002,0.377,0.30666666666666664,0.4793333333333334,0.505,0.6176666666666667,0.204,0.225,0.20766666666666667,0.5599999999999999,0.417,0.37733333333333335,0.5113333333333334,0.48841074141533336,0.54323,0.395662,0.407852381726,0.4701700000000001,0.43091999999999997
1991,0.3406666666666667,0.414,0.3996666666666666,0.45133333333333336,0.45133333333333336,0.48300000000000004,0.5316666666666666,0.49233333333333335,0.261,0.31633333333333336,0.514,0.45100000000000007,0.24466666666666667,0.41966666666666663,0.467203334094,0.5035833333333333,0.4354846666666667,0.44061000078533336,0.44867999999999997,0.45766
1992,0.2853333333333333,0.17266666666666666,0.33066666666666666,0.25133333333333335,0.39599999999999996,0.323,0.44366666666666665,0.24966666666666668,0.24066666666666667,0.299,0.4263333333333333,0.29000000000000004,0.23266666666666666,0.38866666666666666,0.3735677783206667,0.3877433333333334,0.31394333333333335,0.323223810134,0.38205999999999996,0.33062666666666674
1993,0.391,0.35600000000000004,0.4676666666666667,0.44566666666666666,0.49133333333333334,0.36233333333333334,0.462,0.5020000000000001,0.47866666666666663,0.5853333333333334,0.457,0.35933333333333334,0.38066666666666665,0.47266666666666673,0.4495981490313333,0.42978,0.44543000000000005,0.4518047627913334,0.4857366666666667,0.4396433333333333
1994,0.578,0.35966666666666663,0.4666666666666666,0.443,0.4286666666666667,0.4796666666666667,0.5273333333333333,0.4126666666666667,0.43333333333333335,0.49899999999999994,0.5553333333333333,0.49666666666666665,0.4383333333333333,0.609,0.498602963908,0.5118833333333334,0.4569646666666667,0.4657566676706667,0.5338,0.4835866666666666
1995,0.42133333333333334,0.2783333333333333,0.3233333333333333,0.37033333333333335,0.236,0.4483333333333333,0.45766666666666667,0.26133333333333336,0.31766666666666665,0.309,0.42533333333333334,0.34400000000000003,0.3626666666666667,0.4463333333333333,0.3711348155293333,0.42178333333333334,0.33786533333333335,0.3486685721846667,0.40293,0.3680366666666667
1996,0.3373333333333333,0.18133333333333335,0.2763333333333333,0.3,0.2683333333333333,0.5053333333333333,0.49466666666666664,0.23199999999999998,0.211,0.23066666666666666,0.5153333333333333,0.42133333333333334,0.25333333333333335,0.4463333333333333,0.400232593192,0.46518333333333334,0.3157746666666667,0.3301971435506667,0.4144166666666667,0.37381
1997,0.37733333333333335,0.11299999999999999,0.21766666666666667,0.12866666666666668,0.09400000000000001,0.4723333333333333,0.426,0.23933333333333331,0.26899999999999996,0.3433333333333333,0.4656666666666667,0.37033333333333335,0.23900000000000002,0.4543333333333333,0.331848148734,0.3970733333333333,0.220196,0.24413047690333337,0.40487,0.28569333333333335
1998,0.35400000000000004,0.18033333333333335,0.297,0.2006666666666667,0.19566666666666666,0.5473333333333333,0.49100000000000005,0.30066666666666664,0.38433333333333336,0.4583333333333333,0.5093333333333333,0.432,0.2803333333333333,0.5003333333333334,0.39896814886066667,0.46234333333333333,0.2914386666666666,0.31559904845733333,0.4725133333333334,0.35305333333333333
1999,0.5763333333333334,0.5459999999999999,0.53,0.5586666666666668,0.5326666666666666,0.5233333333333333,0.4693333333333333,0.5723333333333334,0.49966666666666665,0.6193333333333334,0.49699999999999994,0.49233333333333335,0.5506666666666666,0.48233333333333334,0.506860741836,0.48369999999999996,0.5322586666666668,0.529124286784,0.5182166666666667,0.5205533333333333
2000,0.5133333333333333,0.6789999999999999,0.616,0.6843333333333333,0.5833333333333334,0.5383333333333333,0.5466666666666667,0.7293333333333334,0.6996666666666665,0.617,0.5016666666666666,0.673,0.6416666666666667,0.47,0.5780429642013334,0.58455,0.6268633333333333,0.624595715434,0.5475366666666667,0.6138066666666667
2001,0.661,0.6006666666666667,0.64,0.6536666666666666,0.6296666666666667,0.6006666666666667,0.6046666666666667,0.596,0.5640000000000001,0.522,0.6886666666666666,0.624,0.7186666666666667,0.6143333333333333,0.6339355567846666,0.6128,0.6424606666666667,0.6327233345480001,0.6114433333333333,0.63587
2002,0.4206666666666667,0.37366666666666665,0.47500000000000003,0.5086666666666667,0.4626666666666666,0.5856666666666667,0.59,0.3539999999999999,0.34299999999999997,0.4653333333333333,0.5760000000000001,0.5443333333333333,0.509,0.5153333333333334,0.527300371276,0.5728433333333333,0.49169666666666667,0.4969476199846667,0.5338933333333333,0.5198966666666668
2003,0.29633333333333334,0.5559999999999999,0.5516666666666666,0.6103333333333333,0.5703333333333332,0.6943333333333334,0.6526666666666667,0.478,0.513,0.5403333333333333,0.676,0.7503333333333333,0.5163333333333334,0.6473333333333333,0.6288211121893333,0.6768766666666666,0.5917526666666667,0.5910523820733333,0.6230333333333332,0.6306266666666668
2004,0.2753333333333334,0.35633333333333334,0.4343333333333333,0.5156666666666667,0.37333333333333335,0.4246666666666667,0.48733333333333334,0.35533333333333333,0.4526666666666667,0.38799999999999996,0.5093333333333333,0.5276666666666667,0.26833333333333337,0.5063333333333334,0.4586640748613333,0.4941533333333334,0.4361806666666667,0.43867381035600006,0.46512333333333333,0.47338333333333343
2005,0.5416666666666666,0.7393333333333333,0.6786666666666666,0.8029999999999999,0.781,0.6276666666666667,0.6153333333333334,0.5526666666666666,0.5863333333333333,0.5760000000000001,0.6156666666666667,0.746,0.5716666666666667,0.5733333333333334,0.6658285197566666,0.6597833333333334,0.70598,0.6900361916933334,0.6047900000000002,0.7027933333333333
2006,0.5323333333333333,0.46366666666666667,0.5383333333333333,0.6416666666666666,0.6003333333333334,0.5976666666666667,0.6626666666666666,0.37733333333333335,0.36366666666666664,0.331,0.652,0.5883333333333334,0.5569999999999999,0.6276666666666667,0.602187778776,0.6384033333333333,0.581798,0.5802819057813334,0.5677700000000001,0.60482
2007,0.4406666666666667,0.26733333333333337,0.36433333333333334,0.4326666666666667,0.39066666666666666,0.572,0.5493333333333333,0.37633333333333335,0.426,0.43566666666666665,0.5673333333333334,0.5993333333333334,0.37566666666666665,0.5143333333333334,0.4961118527053334,0.5559533333333333,0.425254,0.44354571520666675,0.5107433333333334,0.4889533333333333
2008,0.596,0.5426666666666667,0.6306666666666666,0.7003333333333334,0.6083333333333333,0.7006666666666668,0.749,0.511,0.6433333333333334,0.541,0.7503333333333333,0.7656666666666667,0.5353333333333333,0.6896666666666667,0.6943333345466667,0.74644,0.6505213333333333,0.6567333346086667,0.68152,0.6968666666666665
2009,0.49833333333333335,0.34366666666666673,0.44766666666666666,0.49700000000000005,0.4446666666666667,0.5756666666666667,0.6656666666666666,0.379,0.617,0.4836666666666667,0.592,0.6783333333333333,0.39333333333333337,0.5893333333333334,0.5659900009726666,0.6520533333333334,0.48735133333333336,0.5108742867713334,0.5771766666666667,0.5568133333333334
